#"Progress (%)"	"Step"	"Potential Energy (kJ/mole)"	"Temperature (K)"	"Speed (ns/day)"
26.2%	1311000	-107333.59728333121	295.483832140945	557
26.2%	1312000	-107884.05861609266	308.6358699088575	557
26.3%	1313000	-108082.15319188405	305.307991850272	557
26.3%	1314000	-107800.0530013605	302.5744778349822	557
26.3%	1315000	-107932.85121264448	302.43073888463914	557
26.3%	1316000	-107909.47561623552	298.65166872925255	557
26.3%	1317000	-107907.63590209512	303.6114806767091	557
26.4%	1318000	-107714.12346942071	300.89568591568803	557
26.4%	1319000	-107507.87917901715	301.4587349878536	557
26.4%	1320000	-107816.3222945123	297.58079085385566	557
26.4%	1321000	-107952.03993762028	302.2515762542621	557
26.4%	1322000	-108014.68950566882	297.9881263826953	557
26.5%	1323000	-107810.76081823441	294.9629059947683	557
26.5%	1324000	-108083.05319031398	299.7980302865658	557
26.5%	1325000	-107915.71427828493	295.8442543452056	557
26.5%	1326000	-108376.95252144826	302.5760313236926	557
26.5%	1327000	-107605.66680173064	294.6769095617449	557
26.6%	1328000	-108175.41063614632	301.3912377126704	557
26.6%	1329000	-108467.35834944947	303.4024089329381	557
26.6%	1330000	-107863.55947599513	299.22156006108355	557
26.6%	1331000	-108259.11219231365	295.98008455695316	557
26.6%	1332000	-108143.04513221607	305.2204680072259	557
26.7%	1333000	-108239.06055394583	298.1489033693067	557
26.7%	1334000	-108154.69853413873	297.85262437653506	557
26.7%	1335000	-108009.71965921577	301.33318879614046	557
26.7%	1336000	-108116.8080289273	299.1301422690267	557
26.7%	1337000	-108477.54930698639	301.2004679750997	557
26.8%	1338000	-107899.6263258513	299.86960624712225	557
26.8%	1339000	-107766.31217307714	294.35896110861813	557
26.8%	1340000	-108089.16875461396	303.67451887995946	557
26.8%	1341000	-108060.12689778791	301.22312824834916	557
26.8%	1342000	-107969.64212576253	307.0483024390294	557
26.9%	1343000	-107764.42235092283	304.2197351204324	557
26.9%	1344000	-107981.13547831308	297.0590959971803	557
26.9%	1345000	-107463.24793355004	303.1373200595215	557
26.9%	1346000	-107554.18914692476	312.4136367122566	557
26.9%	1347000	-107661.92932451866	303.9254580139168	557
27.0%	1348000	-107276.06391225266	291.8376373041943	557
27.0%	1349000	-108241.70951810991	308.92710650691475	557
27.0%	1350000	-107577.66402520472	301.4751082293531	557
27.0%	1351000	-107451.31390524493	298.53242910219046	557
27.0%	1352000	-107563.65444376413	300.03652030778017	557
27.1%	1353000	-107988.06187687698	300.3436425149542	557
27.1%	1354000	-108118.02618332207	300.9414466417093	557
27.1%	1355000	-107627.96534587839	299.63868618375716	557
27.1%	1356000	-108331.28347800602	305.3421467287359	557
27.1%	1357000	-108029.9242834507	303.2024272298764	557
27.2%	1358000	-108306.90067499946	300.53266991700957	557
27.2%	1359000	-108206.46111768018	296.67429002468555	557
27.2%	1360000	-107791.02901004907	301.5850022201228	557
27.2%	1361000	-107407.88826452149	299.7573759446099	557
27.2%	1362000	-107834.7896853122	296.41572361570076	557
27.3%	1363000	-108146.38533516857	301.3327958387648	557
27.3%	1364000	-107948.84609665489	295.0179569394365	557
27.3%	1365000	-107715.1235212104	300.10884360776646	557
27.3%	1366000	-107911.63690736401	302.54739884876795	557
27.3%	1367000	-107727.9520754097	298.36261490508645	557
27.4%	1368000	-107861.45580085134	296.34838183908283	557
27.4%	1369000	-108009.17893015617	296.794171238985	557
27.4%	1370000	-107696.42144957092	300.11667505844605	557
27.4%	1371000	-107612.83689234732	300.004085494068	557
27.4%	1372000	-107862.77738803718	294.5375356975921	557
27.5%	1373000	-108213.15540646226	302.2812034617319	557
27.5%	1374000	-107598.08592412504	301.4186049599587	557
27.5%	1375000	-107554.18187006307	299.6157237214878	557
27.5%	1376000	-107718.76833998458	304.8688968763504	557
27.5%	1377000	-108104.42573495652	299.3155197290754	557
27.6%	1378000	-108683.35650087171	302.92888544260427	557
27.6%	1379000	-108000.3796778149	307.39966987078606	557
27.6%	1380000	-107783.64597248775	301.64076628483474	557
27.6%	1381000	-107969.87755568558	304.37073091445825	557
27.6%	1382000	-107824.51518235565	302.00071573669857	557
27.7%	1383000	-107580.59720621281	303.3009663353755	557
27.7%	1384000	-108063.32853850466	299.4963018144444	557
27.7%	1385000	-107929.78958241967	295.1306379140743	557
27.7%	1386000	-108237.50464044395	302.1969785089947	557
27.7%	1387000	-108045.54729936854	307.47961480513953	557
27.8%	1388000	-107860.39690160262	294.2474080272781	557
27.8%	1389000	-107952.51367773674	298.29850912358893	557
27.8%	1390000	-107981.16913002054	299.6990173078924	557
27.8%	1391000	-107240.80565944477	298.6529720218087	557
27.8%	1392000	-107806.49548246479	295.52178126599466	557
27.9%	1393000	-108037.83024054277	303.23201126642755	557
27.9%	1394000	-107775.81187523063	302.6051624806773	557
27.9%	1395000	-108110.49533615727	297.901404633363	557
27.9%	1396000	-107685.14713121601	302.83791141462785	557
27.9%	1397000	-107784.7939569098	307.77556159971004	557
28.0%	1398000	-108141.23832929507	305.9265692495101	557
28.0%	1399000	-108119.63474242552	303.6685309041599	557
28.0%	1400000	-107972.1804719246	299.78788049859565	557
28.0%	1401000	-108448.73081479734	306.67697987617464	557
28.0%	1402000	-107872.61856562877	291.85803564076423	557
28.1%	1403000	-108068.77200737316	303.7579807004091	557
28.1%	1404000	-108004.75633733929	294.2192729084875	557
28.1%	1405000	-108172.14557735529	299.24808315849475	557
28.1%	1406000	-107872.42703590938	301.05242305207787	557
28.1%	1407000	-108087.35692484584	296.3269606261099	557
28.2%	1408000	-107537.12689051963	301.75060054659855	557
28.2%	1409000	-107515.53460160666	306.76415736155826	557
28.2%	1410000	-108028.53677407862	302.2936155799043	557
28.2%	1411000	-108325.83003118844	303.56041497829546	557
28.2%	1412000	-108099.37831102288	296.8067534674885	557
28.3%	1413000	-108021.52844916587	307.11668599482215	557
28.3%	1414000	-107737.11918818555	303.9175668173542	557
28.3%	1415000	-107939.04025964905	300.83385219343836	557
28.3%	1416000	-107948.17388485535	296.6246221406325	557
28.3%	1417000	-107980.18388662674	304.3316687852715	557
28.4%	1418000	-107873.89633273915	301.7724824143513	557
28.4%	1419000	-107661.21887395834	296.294301383117	557
28.4%	1420000	-108041.71264601895	301.60962207252595	557
28.4%	1421000	-108231.8358963253	300.1365289874581	557
28.4%	1422000	-108943.12458952726	301.63467696044097	557
28.5%	1423000	-107636.32822842244	298.69203045783445	557
28.5%	1424000	-107396.47717916593	302.36896091236	557
28.5%	1425000	-107745.14117517578	298.72013038546817	557
28.5%	1426000	-108403.6635756148	300.115975426667	557
28.5%	1427000	-108051.04876671312	302.2607385995653	557
28.6%	1428000	-107573.42593371426	301.315405356465	557
28.6%	1429000	-107810.26393229398	307.9943244180432	557
28.6%	1430000	-107598.09777157311	298.2143989004742	557
28.6%	1431000	-107979.22308206651	300.6857811415817	557
28.6%	1432000	-107486.75646189321	297.40566033995816	557
28.7%	1433000	-107890.45528219012	302.36299208112194	557
28.7%	1434000	-107586.97852891334	301.065880943402	557
28.7%	1435000	-108103.44305915036	296.7239422711879	557
28.7%	1436000	-108181.01852005254	305.8857246407655	557
28.7%	1437000	-108233.04419464804	306.80076373378046	557
28.8%	1438000	-108104.95349446172	299.0833894637542	557
28.8%	1439000	-107905.7012634431	300.91737803561745	557
28.8%	1440000	-107946.28518150304	295.63144848155434	557
28.8%	1441000	-107749.71887725405	305.18334200042915	557
28.8%	1442000	-107365.32686947822	297.29123266323637	557
28.9%	1443000	-108279.33110176865	302.2642479091139	557
28.9%	1444000	-107703.3569532584	293.65593073599223	557
28.9%	1445000	-107566.93316941033	301.324800397437	557
28.9%	1446000	-107264.93527931976	301.498249715265	557
28.9%	1447000	-107793.60618805676	305.91198118819557	557
29.0%	1448000	-108069.54737763037	296.32087562681653	557
29.0%	1449000	-108810.28277211776	303.5498273253637	557
29.0%	1450000	-107544.32723654294	303.18760693071636	557
29.0%	1451000	-107990.72015646519	307.654333404485	557
29.0%	1452000	-107861.9444418049	299.1787787604362	557
29.1%	1453000	-107779.94005000661	297.84748706819045	557
29.1%	1454000	-108308.03483651998	299.6184714974454	557
29.1%	1455000	-108132.27965662163	297.69115788716664	557
29.1%	1456000	-108295.00239811535	295.0562466212626	557
29.1%	1457000	-108123.28367370553	300.4613602329392	557
29.2%	1458000	-108274.56561027956	304.27252688815656	557
29.2%	1459000	-108378.90367569588	298.04871831930006	557
29.2%	1460000	-107538.75182746653	303.1307562738604	557
29.2%	1461000	-108101.74257660215	302.337336494248	557
29.2%	1462000	-108683.91205148399	305.9978875133636	557
29.3%	1463000	-107900.27288083872	301.08354289436124	557
29.3%	1464000	-107524.31557888607	303.6449657347707	557
29.3%	1465000	-107522.5158384773	302.10837898091154	557
29.3%	1466000	-107970.98898916692	298.70587755850926	557
29.3%	1467000	-108087.20448008273	296.86321244834505	557
29.4%	1468000	-107659.28863689466	297.0047552120611	557
29.4%	1469000	-107553.30992256594	303.0372352117137	557
29.4%	1470000	-107787.2207985525	300.629951457359	557
29.4%	1471000	-107605.22074852767	292.97609911239726	557
29.4%	1472000	-107367.19784895633	300.7786081412022	557
29.5%	1473000	-107654.71593030612	300.32708317425994	557
29.5%	1474000	-107822.14437126671	301.1492660590475	557
29.5%	1475000	-108261.38555647293	299.7266124491319	557
29.5%	1476000	-108211.81227059895	299.99255221881333	557
29.5%	1477000	-107888.74225737061	296.03957563852765	557
29.6%	1478000	-108038.68274550769	299.1949372312688	557
29.6%	1479000	-108571.04237980093	301.8511274148852	557
29.6%	1480000	-108393.44040292036	302.08658884931185	557
29.6%	1481000	-108059.85394556797	301.10665982810167	557
29.6%	1482000	-108208.9430613846	299.6535316117684	557
29.7%	1483000	-108433.15660631284	297.79895165373443	557
29.7%	1484000	-107918.18426872604	300.94835909868226	557
29.7%	1485000	-108153.2515898426	295.9627817091124	557
29.7%	1486000	-107825.46704183868	300.3689555327706	557
29.7%	1487000	-107797.04884377029	302.9003507034626	557
29.8%	1488000	-107861.65610301355	294.55697029870845	557
29.8%	1489000	-108193.02244760748	296.9100862438639	557
29.8%	1490000	-108400.68633659673	297.02808140211226	557
29.8%	1491000	-108145.08886113483	300.6213600933253	557
29.8%	1492000	-107888.3025432853	300.1225406876268	557
29.9%	1493000	-107594.8807371452	309.2331788810291	557
29.9%	1494000	-107807.40952215181	312.0600216376363	557
29.9%	1495000	-107800.48882097378	300.14731521305646	557
29.9%	1496000	-108367.36449834122	297.74147267423353	557
29.9%	1497000	-108178.73166145384	302.7007455114527	557
30.0%	1498000	-107652.3787590419	296.8031281105419	557
30.0%	1499000	-107764.55984219862	305.8442940735595	557
30.0%	1500000	-107878.66407255759	301.8705914161385	557
30.0%	1501000	-108225.81364682177	297.6678470124901	557
30.0%	1502000	-108131.69864344946	304.9178886155274	557
30.1%	1503000	-108219.90182816028	296.833082140974	557
30.1%	1504000	-108256.98617585609	308.6227504263957	557
30.1%	1505000	-107643.82758483314	293.2230279232437	557
30.1%	1506000	-108251.7473383455	302.4819797102998	557
30.1%	1507000	-107909.99557497143	302.03496890819474	557
30.2%	1508000	-108012.00907287118	295.68854315367236	557
30.2%	1509000	-108342.51134349732	299.38277998674175	557
30.2%	1510000	-108197.58862254326	294.2624171058046	557
30.2%	1511000	-107994.52855736203	298.22082530720206	557
30.2%	1512000	-107755.26382249175	292.6381764852195	557
30.3%	1513000	-108260.47453729063	302.14832792782767	557
30.3%	1514000	-107986.01140972995	301.8510768258302	557
30.3%	1515000	-107556.36173866177	296.8982414957454	557
30.3%	1516000	-108013.14383891714	298.163319193134	557
30.3%	1517000	-108140.56961489888	297.86505419043027	557
30.4%	1518000	-108101.34231987502	299.9894570493933	557
30.4%	1519000	-107841.70402427996	300.0831916233411	557
30.4%	1520000	-107848.28281225823	301.48968240186235	557
30.4%	1521000	-108213.40894830227	296.90219760047466	557
30.4%	1522000	-108127.04207511945	305.9557330280837	557
30.5%	1523000	-107646.80682015885	297.54823472788325	557
30.5%	1524000	-107676.61604528106	297.6056306389202	557
30.5%	1525000	-108188.5238181972	298.366758848518	557
30.5%	1526000	-107748.28437252995	289.9860815411794	557
30.5%	1527000	-107934.87929743435	302.9279995062597	557
30.6%	1528000	-108169.3558314559	304.61685060833076	557
30.6%	1529000	-108051.19230381818	300.226516564826	557
30.6%	1530000	-107812.42202506633	297.7891812922808	557
30.6%	1531000	-107966.83488249965	300.78841584690014	557
30.6%	1532000	-107548.80526101775	297.1077484342883	557
30.7%	1533000	-107964.78621659009	306.7070316037743	557
30.7%	1534000	-108183.7162681662	302.00107034935206	557
30.7%	1535000	-108113.14139634068	300.5272415613119	557
30.7%	1536000	-108285.3337394339	302.8004842870924	557
30.7%	1537000	-108235.52775540645	299.95395187456995	557
30.8%	1538000	-107122.04524678295	306.68047506111407	557
30.8%	1539000	-107638.00438669277	306.8739473347541	557
30.8%	1540000	-107388.34942639014	302.3365970024222	557
30.8%	1541000	-107665.1788581335	303.0876594942531	557
30.8%	1542000	-107639.59535597847	295.53453335851856	557
30.9%	1543000	-107808.81629219675	293.15698049027543	557
30.9%	1544000	-107591.76687419461	300.17049064898674	557
30.9%	1545000	-107728.45272416016	297.34872290532894	557
30.9%	1546000	-107907.07524001505	295.93530921603895	557
30.9%	1547000	-107755.71436443343	295.3822633799506	557
31.0%	1548000	-108036.5208525022	305.7344547626265	557
31.0%	1549000	-108039.88743849425	296.06998381020264	557
31.0%	1550000	-108193.23279490555	304.0482245581375	557
31.0%	1551000	-107729.1148320944	299.4869920364463	557
31.0%	1552000	-108062.89330568817	300.3269886137559	557
31.1%	1553000	-108129.83510618308	298.03151978569923	557
31.1%	1554000	-107495.81491666776	301.0573422562093	557
31.1%	1555000	-107504.10296624014	300.9262117780043	557
31.1%	1556000	-107374.70708513306	300.82983100022983	557
31.1%	1557000	-107760.31716369372	304.2206896214718	557
31.2%	1558000	-107666.06874462962	301.5366001787853	557
31.2%	1559000	-107689.18212272855	294.3844527169184	557
31.2%	1560000	-107544.44621117855	300.81238301968426	557
31.2%	1561000	-108064.40322307707	303.50682059340136	557
31.2%	1562000	-107404.86045972351	298.3095518876755	557
31.3%	1563000	-107788.20945064141	296.05028934503224	557
31.3%	1564000	-108267.93055686564	304.75164382307753	557
31.3%	1565000	-107913.88887925842	297.61922097669583	557
31.3%	1566000	-108106.4599380435	302.1765373536189	557
31.3%	1567000	-107692.39839574485	297.25532147937105	557
31.4%	1568000	-107976.96741951443	302.0531872800438	557
31.4%	1569000	-108245.59207551111	301.2257260974468	557
31.4%	1570000	-108508.59388163406	301.5671037988586	557
31.4%	1571000	-107900.46698977356	300.94305368015523	557
31.4%	1572000	-108098.16933231615	304.261950508436	557
31.5%	1573000	-107705.06614652555	307.1561167229863	557
31.5%	1574000	-107563.2581715649	305.21273868462146	557
31.5%	1575000	-107712.70019553485	301.193542255535	557
31.5%	1576000	-107088.90408132272	299.1092145874008	557
31.5%	1577000	-108000.27652895683	299.8349837486641	557
31.6%	1578000	-107948.93363540783	299.0324479172271	557
31.6%	1579000	-108096.81247964036	290.14096557195387	557
31.6%	1580000	-107465.19256275543	299.4979359700602	557
31.6%	1581000	-107385.79473152338	304.8499656946704	557
31.6%	1582000	-107625.8492932776	289.42992172630545	557
31.7%	1583000	-107751.54871590156	303.7657473495918	557
31.7%	1584000	-107749.82878343668	305.34432502735314	557
31.7%	1585000	-108056.65276195435	299.9475288510999	557
31.7%	1586000	-107118.88620004477	304.7375194106446	557
31.7%	1587000	-107745.92210377264	307.53458238338936	557
31.8%	1588000	-107819.90204087365	296.4097274291403	557
31.8%	1589000	-108050.66898922459	301.5337812579476	557
31.8%	1590000	-108707.72436174331	295.57897767014344	557
31.8%	1591000	-108106.40582917677	303.0578344764567	557
31.8%	1592000	-107982.10500242235	302.1715769665399	557
31.9%	1593000	-107182.10278462968	304.70183257301716	557
31.9%	1594000	-107973.55844811443	295.81523871732907	557
31.9%	1595000	-107740.24157092185	303.21278147957486	557
31.9%	1596000	-107649.76315061911	302.3141919111142	557
31.9%	1597000	-107485.66893480509	309.0225112201198	557
32.0%	1598000	-108139.89498020685	308.16726134335636	557
32.0%	1599000	-107881.58427301771	300.36893648132747	557
32.0%	1600000	-107600.9729748813	308.4830341711868	557
32.0%	1601000	-107422.53312672675	305.7447682837774	557
32.0%	1602000	-107968.08141641621	299.14923011738864	557
32.1%	1603000	-107985.50285649905	298.6187104950129	557
32.1%	1604000	-108042.53093366511	300.77457839642915	557
32.1%	1605000	-108080.79024317162	293.4627683336505	557
32.1%	1606000	-108358.03459409066	305.1169705675439	557
32.1%	1607000	-108698.5812091569	302.776740784324	557
32.2%	1608000	-108253.99871634925	301.198832168688	557
32.2%	1609000	-107878.25036606425	296.84716003059117	557
32.2%	1610000	-108086.63644041307	294.6706407112079	557
32.2%	1611000	-108154.39091482665	307.65065263653787	557
32.2%	1612000	-108013.655125394	308.1528278702811	557
32.3%	1613000	-107875.28300182335	298.0683253491521	557
32.3%	1614000	-108305.79392577219	296.8722879546789	557
32.3%	1615000	-107880.21365556703	302.0234778818419	557
32.3%	1616000	-107952.61079410813	297.72382276556027	557
32.3%	1617000	-108181.61850120337	304.3889290565954	557
32.4%	1618000	-107585.9487790165	294.718230703571	557
32.4%	1619000	-107968.79176130611	296.5220004570967	557
32.4%	1620000	-108109.74212750513	300.72280038267724	557
32.4%	1621000	-107880.21394718811	297.4155348381053	557
32.4%	1622000	-108094.1090247028	304.3405098890951	557
32.5%	1623000	-108326.54276566673	304.0253236269609	557
32.5%	1624000	-107876.88672340824	301.87535704048486	557
32.5%	1625000	-107982.54669489921	302.8421030107901	557
32.5%	1626000	-108106.93131007813	301.2969408633926	557
32.5%	1627000	-108065.91600585706	297.2509349010816	557
32.6%	1628000	-108324.7573677171	299.52379233611526	557
32.6%	1629000	-107971.67072804994	301.092656292328	557
32.6%	1630000	-108778.70543399104	300.82003071203354	557
32.6%	1631000	-107907.26510405773	302.6008953243894	557
32.6%	1632000	-108132.99786771182	299.7662283012027	557
32.7%	1633000	-108190.15061242692	301.4454383614138	557
32.7%	1634000	-107862.56152296765	302.1707508572228	557
32.7%	1635000	-107326.30204407824	302.95766431574117	557
32.7%	1636000	-107325.27752820472	308.47019650062117	557
32.7%	1637000	-107309.5796376965	300.05797915971067	557
32.8%	1638000	-107245.43379103788	303.53138734413494	557
32.8%	1639000	-107432.82721881731	300.6211001421058	557
32.8%	1640000	-107875.74525950872	297.3058308906335	557
32.8%	1641000	-108124.65795940254	303.4610716385364	557
32.8%	1642000	-107715.93489452195	297.1548987328771	557
32.9%	1643000	-108436.27113768365	301.48663800261295	557
32.9%	1644000	-107854.54452975094	301.5258912638126	557
32.9%	1645000	-108307.61607512948	300.14209275912305	557
32.9%	1646000	-107695.80559129384	299.1874205531128	557
32.9%	1647000	-107836.27112997952	299.3429977749957	557
33.0%	1648000	-107875.38802133221	303.2095755674325	557
33.0%	1649000	-107705.1126900292	306.5617627484871	557
33.0%	1650000	-108080.1896711262	305.5425078287603	557
33.0%	1651000	-107786.47971253889	304.38145008377876	557
33.0%	1652000	-108100.18859250937	297.5612396599046	557
33.1%	1653000	-108402.87313109427	303.94889582017095	557
33.1%	1654000	-107805.86523285066	297.8886955813378	557
33.1%	1655000	-107607.67296762113	305.731299576166	557
33.1%	1656000	-108094.73446947476	299.0099087596607	557
33.1%	1657000	-108234.73800275638	293.94669146380403	557
33.2%	1658000	-108353.23326372937	300.01938091593354	557
33.2%	1659000	-108254.76739045046	293.8269495716426	557
33.2%	1660000	-108450.65532504837	303.587788538951	557
33.2%	1661000	-107913.76056626323	303.5158583560436	557
33.2%	1662000	-107872.48041322967	302.6208883156597	557
33.3%	1663000	-107650.75245364383	292.99223384263695	557
33.3%	1664000	-108051.96512111672	298.7489271371567	557
33.3%	1665000	-107796.97967756097	300.83047173419396	557
33.3%	1666000	-107745.74469794799	299.0879822978984	557
33.3%	1667000	-108089.43495917716	304.4091711229522	557
33.4%	1668000	-107532.64694599202	299.660228671298	557
33.4%	1669000	-107552.99823461426	307.01661691645677	557
33.4%	1670000	-107561.4958984335	300.0102558904805	557
33.4%	1671000	-107981.19073434407	293.5249616258942	557
33.4%	1672000	-107954.06451307307	303.06654349515156	557
33.5%	1673000	-107285.16079444462	303.7581337557741	557
33.5%	1674000	-107743.87925325707	302.62555818615596	557
33.5%	1675000	-108203.10244039237	302.61931067965685	557
33.5%	1676000	-108060.64413781604	299.43322976855734	557
33.5%	1677000	-108020.57964928076	299.2509252051188	557
33.6%	1678000	-108261.68190772715	300.12022922472573	557
33.6%	1679000	-107313.1497389474	301.78805908688366	557
33.6%	1680000	-108052.16097026435	299.3382967877	557
33.6%	1681000	-107743.71687654243	295.86402316818607	557
33.6%	1682000	-107923.11944086011	297.41830243291713	557
33.7%	1683000	-108432.19861265225	301.41972449715007	557
33.7%	1684000	-107858.40459418762	296.5187924499227	557
33.7%	1685000	-108144.77797777555	299.6654363808303	557
33.7%	1686000	-108358.15694298921	298.575809352536	557
33.7%	1687000	-108278.38260864536	296.579935904735	557
33.8%	1688000	-108348.29090426536	303.56792172288885	557
33.8%	1689000	-108276.64487662003	300.5087285434198	557
33.8%	1690000	-107887.26557757682	297.49995600779965	557
33.8%	1691000	-107775.75937878061	295.62264509160985	557
33.8%	1692000	-108068.20328658377	302.2033503983523	557
33.9%	1693000	-107665.73952640989	302.50266508085133	557
33.9%	1694000	-107912.17373200855	306.6765641124639	557
33.9%	1695000	-106943.22007444827	299.2406063027164	557
33.9%	1696000	-107221.99539913936	301.8855261136369	557
33.9%	1697000	-107284.5381664366	308.8740304113774	557
34.0%	1698000	-108048.92969478248	299.6909080673772	557
34.0%	1699000	-108121.05340709118	299.19758216157544	557
34.0%	1700000	-107463.3915397576	297.5106885740905	557
34.0%	1701000	-107909.00278295646	295.40873068180514	557
34.0%	1702000	-107875.37807686487	306.4239762130851	557
34.1%	1703000	-107550.67938260688	295.80092285483204	557
34.1%	1704000	-107937.50987332012	300.2956633108943	557
34.1%	1705000	-107685.1977468764	293.3254120022594	557
34.1%	1706000	-108055.9676144761	303.39658825384885	557
34.1%	1707000	-108151.38565420243	298.58015140032666	557
34.2%	1708000	-107854.06110476353	300.3372805718054	557
34.2%	1709000	-107855.43216860434	303.73432453479285	557
34.2%	1710000	-108143.05053375266	304.152601128765	557
34.2%	1711000	-107630.96339948941	296.8059538772828	557
34.2%	1712000	-108048.07339118724	303.69035497498	557
34.3%	1713000	-107788.20267328946	298.10623449245185	557
34.3%	1714000	-108221.00072435802	294.431210820147	557
34.3%	1715000	-108235.05566642503	296.96366440175575	557
34.3%	1716000	-108310.80118636694	304.6807362024857	557
34.3%	1717000	-108166.10539942444	293.8436381756773	557
34.4%	1718000	-108085.41202308098	303.25473859969884	557
34.4%	1719000	-108282.24176050024	300.622726223693	557
34.4%	1720000	-107755.55201772368	296.2745288477861	557
34.4%	1721000	-107954.03391437489	304.2646696652359	557
34.4%	1722000	-108817.76807522215	302.83794493707546	557
34.5%	1723000	-108271.00951469969	297.4701174917865	557
34.5%	1724000	-108055.55501434975	298.7637079602811	557
34.5%	1725000	-108322.68733292958	296.81902262810075	558
34.5%	1726000	-108493.7394497518	304.5801182677755	558
34.5%	1727000	-107999.59835627186	303.205677213428	558
34.6%	1728000	-107759.44388691685	298.8023384235555	558
34.6%	1729000	-107859.0928861762	303.85210958895584	558
34.6%	1730000	-107712.54193686624	304.3943890474165	558
34.6%	1731000	-107562.87938140542	302.96559351414606	558
34.6%	1732000	-107596.99269643961	300.67931317973364	558
34.7%	1733000	-107732.48109088163	297.17864694322816	558
34.7%	1734000	-108137.39753129194	294.91845520767123	558
34.7%	1735000	-108486.24108657055	295.9638191873255	558
34.7%	1736000	-108033.36839664681	303.47968134802176	558
34.7%	1737000	-108326.9966409572	291.18917893437043	558
34.8%	1738000	-107913.65824331879	300.82357516819434	558
34.8%	1739000	-108163.24978600419	304.45663547386766	558
34.8%	1740000	-108304.76188615104	297.5842793444539	558
34.8%	1741000	-107153.49727916927	291.96912288062003	558
34.8%	1742000	-107819.78820428532	302.421068573519	558
34.9%	1743000	-108644.06151041389	298.86473089190486	558
34.9%	1744000	-107796.14081731066	301.07731930077375	557
34.9%	1745000	-108061.33994439524	307.8711492493789	558
34.9%	1746000	-107723.34836853598	298.999922046657	558
34.9%	1747000	-107612.63077597623	302.8649188635439	558
35.0%	1748000	-107879.98139756476	303.29633920761796	557
35.0%	1749000	-107631.44017476612	299.1083697793774	558
35.0%	1750000	-107804.50646436517	305.946145521162	558
35.0%	1751000	-107528.06758350763	300.45563097153274	557
35.0%	1752000	-107842.09715849161	298.8275134280037	557
35.1%	1753000	-108015.98946882458	302.46136587863515	557
35.1%	1754000	-107673.82022523042	300.7150506948771	557
35.1%	1755000	-108009.35161087546	295.93537473661667	557
35.1%	1756000	-107975.24462985876	293.1204069062359	557
35.1%	1757000	-108685.81797073921	297.9974363530164	558
35.2%	1758000	-108223.89542042906	301.6119573624788	558
35.2%	1759000	-108231.35419504414	302.2318270802836	558
35.2%	1760000	-107627.36687404057	298.0035376904337	558
35.2%	1761000	-107710.97934757406	299.9744779968021	558
35.2%	1762000	-108006.64440203179	302.84895025166196	558
35.3%	1763000	-107617.31886418676	300.60531229975857	558
35.3%	1764000	-107932.22966009355	300.13041499003253	558
35.3%	1765000	-108263.80245343829	302.8413408127579	558
35.3%	1766000	-107900.51555264625	296.4956701126393	558
35.3%	1767000	-107541.6426903638	304.8204161789946	558
35.4%	1768000	-107761.36650576303	303.24843413937435	558
35.4%	1769000	-107854.34516548133	299.6808348371462	558
35.4%	1770000	-107868.58260796289	300.3882542121201	558
35.4%	1771000	-107862.17657283321	299.45895391456025	558
35.4%	1772000	-107640.09614119492	302.05511794183883	558
35.5%	1773000	-108119.1947992649	297.4744985416601	558
35.5%	1774000	-107863.85604562145	297.6614443561402	558
35.5%	1775000	-107914.99335592636	299.56224662705665	558
35.5%	1776000	-107893.14700692287	305.3545898088778	558
35.5%	1777000	-107485.8774131448	302.10518403419303	558
35.6%	1778000	-108028.71343548223	299.6402538639514	558
35.6%	1779000	-107992.40915289684	300.0381977235421	558
35.6%	1780000	-107645.98906747601	298.8547741771659	558
35.6%	1781000	-107511.54276435776	303.16869450882126	558
35.6%	1782000	-108232.0099084992	300.8343310554659	558
35.7%	1783000	-107746.88203454972	299.33675867786945	558
35.7%	1784000	-108383.2409858054	300.18942245875905	558
35.7%	1785000	-108069.46229577926	294.26263835165065	558
35.7%	1786000	-108469.29356425605	297.99134153303646	558
35.7%	1787000	-108000.89262900711	300.82741005519443	558
35.8%	1788000	-108234.67644881527	300.9084004154573	558
35.8%	1789000	-108143.42220072006	300.02497274499547	558
35.8%	1790000	-107934.0861833631	300.464089128106	558
35.8%	1791000	-108867.68677565316	299.80168397996675	558
35.8%	1792000	-108065.50520926085	299.9917094192604	558
35.9%	1793000	-108579.22976988158	305.25512744726586	558
35.9%	1794000	-107724.10393840121	308.72128617370583	558
35.9%	1795000	-107617.98963054712	300.67038548011124	558
35.9%	1796000	-107382.54540841887	300.5975686830974	558
35.9%	1797000	-108235.91078633815	298.5652315732066	558
36.0%	1798000	-108034.43585684756	300.86683819439264	558
36.0%	1799000	-107982.49966549221	297.2059583074137	558
36.0%	1800000	-108261.00591019238	300.3576546522489	558
36.0%	1801000	-108521.43063677452	304.81499534460295	558
36.0%	1802000	-107959.94500714866	297.9114379260875	558
36.1%	1803000	-108239.70296708588	303.91627824676306	558
36.1%	1804000	-107534.8478649219	297.05749932898846	558
36.1%	1805000	-107789.51572048478	297.41683591972065	558
36.1%	1806000	-107675.32637156639	302.5969420032574	558
36.1%	1807000	-107926.37619854347	299.5727030829443	558
36.2%	1808000	-108043.33442157763	296.77205570138574	558
36.2%	1809000	-107823.95588340261	304.558279733184	558
