#"Progress (%)"	"Step"	"Potential Energy (kJ/mole)"	"Temperature (K)"	"Speed (ns/day)"
0.0%	167000	-107764.73018706683	304.30520867432733	577
0.0%	168000	-107834.15101885633	308.30188506150586	577
0.0%	169000	-108180.25848304224	298.45376937106977	577
0.0%	170000	-107938.22799915029	301.9135787958738	577
0.0%	171000	-107794.32173228497	303.35503713265155	576
0.0%	172000	-107352.46587297902	301.6834337104128	576
0.0%	173000	-107290.22376412456	296.39533479424796	576
0.0%	174000	-107976.93269034778	302.11896187198903	576
0.0%	175000	-107983.20260149683	303.990027677172	576
0.0%	176000	-108583.93820385542	300.33332457475996	576
0.0%	177000	-108205.59180674306	299.84412896084774	576
0.0%	178000	-107972.40093880403	301.2151841072013	576
0.0%	179000	-107753.22052094364	304.1254610179571	575
0.0%	180000	-107621.83974582376	308.84807521123037	575
0.0%	181000	-107515.0061756603	306.5471468534219	575
0.0%	182000	-108092.68705334677	303.0722800337548	575
0.0%	183000	-107952.45373693435	306.6011695647791	575
0.0%	184000	-107308.31826511794	300.87912545219376	575
0.0%	185000	-107468.58009485574	300.482244645566	575
0.0%	186000	-107690.02345667616	299.794266722509	575
0.0%	187000	-108111.00741434982	304.3338240394427	574
0.0%	188000	-107842.93460456119	298.8871461441085	574
0.0%	189000	-108119.14281109464	299.4792812132849	574
0.0%	190000	-107555.4699259277	301.9816132038222	574
0.0%	191000	-107224.53044912312	303.86131291303514	574
0.0%	192000	-107729.50494898483	303.96474288639155	574
0.0%	193000	-107957.37287060544	299.8821389015365	574
0.0%	194000	-108193.5113092612	303.65043028896093	574
0.0%	195000	-107823.12100679078	305.51660000955013	573
0.0%	196000	-107972.61325815716	297.81605937429765	573
0.0%	197000	-107734.4431678839	297.49711960185647	573
0.0%	198000	-108177.62230055057	309.22793012440326	573
0.0%	199000	-107999.3354615299	303.8232173644375	573
0.0%	200000	-108026.53003340401	298.0779830545552	573
0.0%	201000	-107674.63157906779	301.31018904079946	573
0.0%	202000	-108030.56411488261	303.0226970969609	573
0.0%	203000	-108000.43302385323	301.85498156473614	573
0.0%	204000	-108150.9709583004	297.5432861739019	573
0.0%	205000	-108420.48001722666	300.5549362331834	572
0.0%	206000	-107913.63088473724	294.55857141089734	572
0.0%	207000	-107556.01556136832	305.090632466022	572
0.0%	208000	-107746.01279398659	304.7705690281655	572
0.0%	209000	-107548.36740766396	300.7582033563165	572
0.0%	210000	-108021.66281229258	296.9597895345869	572
0.0%	211000	-107918.05072705052	302.39393549897267	572
0.0%	212000	-107850.66880790074	299.1042246847642	572
0.0%	213000	-107685.62568098702	300.880385477245	572
0.0%	214000	-108282.61166731548	305.5488231481775	572
0.0%	215000	-108118.36617931304	294.13431427029025	571
0.0%	216000	-108155.5622182514	296.4226874533063	571
0.0%	217000	-108127.17687605252	299.19550760108586	571
0.0%	218000	-107976.98816830595	298.1340695192523	571
0.0%	219000	-108266.45411910885	303.05696200564233	571
0.0%	220000	-108430.49354922725	301.6401311650703	571
0.0%	221000	-108049.34982090443	290.32356585944933	571
0.0%	222000	-107758.52068620897	308.6919626023349	571
0.0%	223000	-107394.43526824517	302.50023982410545	571
0.0%	224000	-107502.9956455226	305.602576885009	570
0.0%	225000	-107544.2036756964	304.13659130663564	570
0.0%	226000	-107902.63092186349	299.4113169869976	570
0.0%	227000	-108613.736500022	294.17925112289834	570
0.0%	228000	-108063.60879919468	298.59207469403697	570
0.0%	229000	-107948.85960753309	296.75816755935364	570
0.0%	230000	-107792.76552252215	299.5381744611403	570
0.0%	231000	-107899.21562274732	288.30309042553404	570
0.0%	232000	-108077.36719461181	301.7317201482659	570
0.0%	233000	-108082.89514289191	299.63286671860266	570
0.0%	234000	-108046.42968350416	296.19491277548343	570
0.0%	235000	-108638.93786712969	294.5401973042397	570
0.0%	236000	-108579.28430308774	301.51030899267545	570
0.0%	237000	-108132.82019713242	303.4395813309167	570
0.0%	238000	-108277.82410554937	302.1317736152261	570
0.0%	239000	-107966.55655082781	299.7734331113878	569
0.0%	240000	-107957.8939748616	296.6987922579142	569
0.0%	241000	-107591.00795150478	294.11382049191616	569
0.0%	242000	-108087.76493809023	298.4525815837654	569
0.0%	243000	-108157.84581671841	293.82137344661714	569
0.0%	244000	-107508.48166245944	293.68458957457597	569
0.0%	245000	-107751.09912773804	299.97763657124835	569
0.0%	246000	-107764.38708173344	295.34192046826115	569
0.0%	247000	-107364.31785108033	296.6227061379948	569
0.0%	248000	-107616.16944039124	299.11038966823844	569
0.0%	249000	-107774.42944613076	306.86367725247817	569
0.1%	250000	-108131.93291840935	304.63624102998915	568
0.1%	251000	-107932.96256124531	295.28933518315495	568
0.1%	252000	-108338.32074718503	301.75505486121534	568
0.1%	253000	-108246.0352996795	297.7804238153709	568
0.1%	254000	-108446.64860991063	300.286375277547	568
0.1%	255000	-107926.97431457485	300.9103266012746	568
0.1%	256000	-108020.44499181607	299.2312414760898	568
0.1%	257000	-108017.07287514233	299.80649959686576	568
0.1%	258000	-107706.29365972639	295.5826891225103	568
0.1%	259000	-107886.35500931903	299.05340267338977	568
0.1%	260000	-107873.75504879444	288.5760347979286	568
0.1%	261000	-108268.87588767591	298.44297644701095	568
0.1%	262000	-107860.34260919853	300.40328985367324	567
0.1%	263000	-108330.33180695819	299.8252168664381	567
0.1%	264000	-108088.05735925282	302.1531924906128	567
0.1%	265000	-107771.54998131539	300.38303566192474	567
0.1%	266000	-107844.87075328524	298.1663480095393	567
0.1%	267000	-107791.26729629794	301.0634379235672	567
0.1%	268000	-107542.16174390004	296.0759828888963	567
0.1%	269000	-107886.76587054739	298.2728960068895	567
0.1%	270000	-107478.0658672615	300.50453554202386	567
0.1%	271000	-107606.46125203045	299.7955608521935	567
0.1%	272000	-107406.60810695472	297.2811108457423	567
0.1%	273000	-107131.39635536144	299.7265394558475	567
0.1%	274000	-107823.76718813786	302.9704928986036	567
0.1%	275000	-107940.04841950396	300.53164997623475	566
0.1%	276000	-107895.39135875413	301.23575279311115	566
0.1%	277000	-108530.31235479075	303.1864841945877	566
0.1%	278000	-107905.72053977381	303.61034200035965	566
0.1%	279000	-108340.7281764152	303.1301779315922	566
0.1%	280000	-108274.37115269061	303.3991144300447	566
0.1%	281000	-108104.11742053134	294.97389142069176	566
0.1%	282000	-108514.10393158393	295.80081958936137	566
0.1%	283000	-108142.58173188358	299.2217116032499	566
0.1%	284000	-107994.7979168077	301.0617650652087	566
0.1%	285000	-107656.0524541107	302.0618392726169	566
0.1%	286000	-107508.14069149527	298.1059341919894	566
0.1%	287000	-107700.69143326534	298.98170586064543	566
0.1%	288000	-108257.4619269711	299.91039026385516	565
0.1%	289000	-108144.73167837784	300.41733902636855	565
0.1%	290000	-107536.45546705718	295.146005412715	565
0.1%	291000	-107820.7927743243	300.01204603223704	565
0.1%	292000	-107869.98672296363	302.0916154538824	565
0.1%	293000	-108381.73828476481	290.21756887102526	565
0.1%	294000	-108242.8491620589	292.2861183945599	565
0.1%	295000	-108192.38034193637	304.4953738317685	565
0.1%	296000	-107792.71027258807	298.0580773960376	565
0.1%	297000	-107805.7780209058	296.2939596038616	565
0.1%	298000	-107785.78878951492	298.5130020128593	565
0.1%	299000	-108036.62723484682	303.0897555746996	565
0.1%	300000	-108236.53372914041	296.35252224240253	564
0.1%	301000	-108148.87103320868	301.23413719538667	564
0.1%	302000	-107860.8767480026	300.84739330645164	564
0.1%	303000	-108447.54675710015	296.8420083846969	564
0.1%	304000	-107996.22894551675	301.09918012820697	564
0.1%	305000	-107914.32769408589	302.2955680867255	564
0.1%	306000	-107546.45409479132	295.53883006690023	564
0.1%	307000	-107902.64635265572	299.10305489055025	564
0.1%	308000	-107918.25730941724	301.48783243864136	564
0.1%	309000	-108435.00641853339	304.1578821245719	564
0.1%	310000	-107864.5725359444	302.99919542139736	564
0.1%	311000	-108165.88992717909	294.9581280182786	564
0.1%	312000	-107741.06834048056	301.0810493788712	564
0.1%	313000	-107617.66966622695	296.1547834728295	564
0.1%	314000	-107534.94497956545	301.0860895778412	563
0.1%	315000	-107711.45827500499	307.14748806310905	563
0.1%	316000	-108404.07178030442	300.91913078944316	563
0.1%	317000	-108306.00346555025	302.185876515019	563
0.1%	318000	-108703.48288231506	299.7232714245021	563
0.1%	319000	-108185.86963128438	297.2249575717108	563
0.1%	320000	-108099.80494202976	309.033259648392	563
0.1%	321000	-107804.45597354975	302.73412822210616	563
0.1%	322000	-107693.70981326373	299.1853761427345	563
0.1%	323000	-107873.19360299967	300.1588224349723	563
0.1%	324000	-107606.17803419405	302.45028023339603	563
0.1%	325000	-107891.45446981746	299.96242777604306	563
0.1%	326000	-108016.8537782263	292.61661308331423	563
0.1%	327000	-107962.41172723402	303.3763546480744	563
0.1%	328000	-107970.01477484521	294.2793784316647	562
0.1%	329000	-108121.73187838704	305.40232694327307	562
0.1%	330000	-107059.20905067539	298.4783158066314	562
0.1%	331000	-107964.62280178792	303.0020657898609	562
0.1%	332000	-108384.36292656465	295.1282878109511	562
0.1%	333000	-108428.97642776277	298.4181147798529	562
0.1%	334000	-108174.11164195836	295.7139733427617	562
0.1%	335000	-108022.75509566604	300.1248031295248	562
0.1%	336000	-107931.32584580616	298.6424685821711	562
0.1%	337000	-107813.13107616524	304.9122261076966	562
0.1%	338000	-108236.86209562118	303.1675099515	562
0.1%	339000	-107754.0277385083	300.3834991509201	562
0.1%	340000	-107908.17285956745	304.15184481161015	562
0.1%	341000	-107827.86712333374	299.39732907013786	562
0.1%	342000	-107676.72418704606	301.077834458249	562
0.1%	343000	-108006.68598430278	300.0043507607336	562
0.1%	344000	-108239.33469404862	309.1347812549731	562
0.1%	345000	-108618.26575037534	294.54136334053646	562
0.1%	346000	-108757.13153659343	302.69911400752574	561
0.1%	347000	-108391.99765989813	291.8585759598905	561
0.1%	348000	-108247.19479064946	298.11385353815143	561
0.1%	349000	-108000.61037259968	297.8859592280829	561
0.1%	350000	-108253.64220572589	301.2550557064798	561
0.1%	351000	-108601.87796202628	300.96073509246764	561
0.1%	352000	-107872.92667367845	300.2773368646766	561
0.1%	353000	-107929.09327708418	293.7804708553238	561
0.1%	354000	-107813.08565370925	300.9063406015046	561
0.1%	355000	-108158.8811788978	296.8370336606792	561
0.1%	356000	-107935.60815514857	293.56382649701123	561
0.1%	357000	-107909.35350541119	298.1881594255487	561
0.1%	358000	-108032.99244112452	296.80597403816245	561
0.1%	359000	-108098.42580876965	297.4304046487913	561
0.1%	360000	-107784.66399899009	298.46583633380425	561
0.1%	361000	-108494.6774037059	298.81669159897444	561
0.1%	362000	-108045.2679731641	300.3632295656236	561
0.1%	363000	-107893.82765055029	304.45471733458885	561
0.1%	364000	-107636.14085538988	303.95940192518094	561
0.1%	365000	-107874.58836214244	301.5131047636812	561
0.1%	366000	-107598.46901885001	303.6817661641133	561
0.1%	367000	-107855.49113836279	299.72537604571266	560
0.1%	368000	-107873.76238520886	301.7977005472595	560
0.1%	369000	-107927.07003084966	299.7880125099567	560
0.1%	370000	-108277.6153571466	294.4778695067794	560
0.1%	371000	-108265.52081550425	294.9334674265466	560
0.1%	372000	-107913.47293149773	296.73994153380625	560
0.1%	373000	-107851.80338135082	301.7970393158688	560
0.1%	374000	-107489.28433065559	302.53256120634285	560
0.1%	375000	-107751.87700763554	299.34755507617194	560
0.1%	376000	-107777.73036255199	305.55216116032346	560
0.1%	377000	-108199.76305908686	302.99543772615556	560
0.1%	378000	-108121.58360832906	304.21024006974676	560
0.1%	379000	-107981.83493680647	307.380607541434	560
0.1%	380000	-107826.97028454742	302.6202457359347	560
0.1%	381000	-108152.51402755617	307.5386414858029	560
0.1%	382000	-107905.14664016943	311.6208310741241	560
0.1%	383000	-107994.6503682537	299.8089740847781	560
0.1%	384000	-108131.66822418291	294.9986352573217	560
0.1%	385000	-107843.65830364195	305.28272741414384	560
0.1%	386000	-107860.80581966555	302.2216339902191	560
0.1%	387000	-107651.0610025702	305.95243717012363	560
0.1%	388000	-107849.31356246863	308.76769328735446	559
0.1%	389000	-107662.43681506813	295.7545061382321	559
0.1%	390000	-107820.0133821913	302.0174187349879	559
0.1%	391000	-107644.35812150687	298.8702043717396	559
0.1%	392000	-108095.98417178588	298.350985095186	559
0.1%	393000	-107826.04321101005	299.61534645298747	559
0.1%	394000	-107717.23311071284	303.084989781925	559
0.1%	395000	-107822.6336711119	308.6139428065972	559
0.1%	396000	-108191.92901233071	303.4870064191766	559
0.1%	397000	-107743.44481595	304.4437634201974	559
0.1%	398000	-107586.63235001126	298.6220584464417	559
0.1%	399000	-108068.8740713133	300.4242146131361	559
0.1%	400000	-107900.02051356738	298.44562392824014	559
0.1%	401000	-108023.00778251817	304.2297161497937	559
0.1%	402000	-107893.92927736137	300.18003511501905	559
0.1%	403000	-107782.7226697309	300.1413948042302	559
0.1%	404000	-108051.10313493386	302.4273963522756	559
0.1%	405000	-107381.4471405081	302.2993702985899	559
0.1%	406000	-107824.80981477955	303.20766801217525	559
0.1%	407000	-107806.95117260679	298.4117793306665	559
0.1%	408000	-107254.47905617021	295.3255019108229	559
0.1%	409000	-107425.49843689986	299.8775254964824	559
0.1%	410000	-107697.63324594055	298.59204725755313	559
0.1%	411000	-108228.9044621482	304.5196546350564	558
0.1%	412000	-108084.08154097432	301.9610682778076	558
0.1%	413000	-108247.66342582577	303.31488922716693	558
0.1%	414000	-108038.56669269828	302.7885773841021	558
0.1%	415000	-108018.55887451279	297.04737336284154	558
0.1%	416000	-107581.03754476015	290.6047647215128	558
0.1%	417000	-108259.19925703201	295.18578966029446	558
0.1%	418000	-108061.19650420616	293.08771469086724	558
0.1%	419000	-108010.48588629626	301.0718569898752	558
0.1%	420000	-107810.89306490729	305.0459606071742	558
0.1%	421000	-107839.73694042582	304.29866521403716	558
0.1%	422000	-108167.21947070467	297.2213036329503	558
0.1%	423000	-108138.80339375208	302.902628191108	558
0.1%	424000	-107945.91951742116	300.52524606883236	558
0.1%	425000	-108463.93452809914	299.8576736272049	558
0.1%	426000	-108102.45756836212	299.309549311256	558
0.1%	427000	-107505.27507854486	301.8671877092596	558
0.1%	428000	-107953.60661090747	294.4501567280946	558
0.1%	429000	-107799.76025423524	303.213720884718	558
0.1%	430000	-108377.7980020491	301.74555394387085	558
0.1%	431000	-107964.86325562256	295.07303772702994	558
0.1%	432000	-107456.148886916	301.4703116457456	558
0.1%	433000	-108016.86429863144	299.5391055202262	558
0.1%	434000	-108078.22320814221	302.4502971724504	557
0.1%	435000	-108201.16193550592	301.7262900597956	557
0.1%	436000	-107712.15190979885	296.77005277438076	557
0.1%	437000	-107922.06721520983	300.3729398366271	557
0.1%	438000	-107812.60957413306	300.5744234890615	557
0.1%	439000	-107569.77404873283	298.35079706036805	557
0.1%	440000	-107664.43141025584	302.47673912961864	557
0.1%	441000	-107969.68891142565	298.15988992332007	557
0.1%	442000	-107647.94456654857	298.3621749529226	557
0.1%	443000	-107789.92189300363	299.24124841643817	557
0.1%	444000	-107844.51792754419	303.33195584254264	557
0.1%	445000	-107653.16861344245	309.4400973062208	557
0.1%	446000	-108063.68150719046	303.76823535685793	557
0.1%	447000	-108405.60541268252	305.2728312306356	557
0.1%	448000	-108047.94329790003	299.1536964172972	557
0.1%	449000	-108300.75901397923	298.18584413204303	557
0.1%	450000	-107970.42091776826	296.21896719631155	557
0.1%	451000	-107723.1025595637	301.7928600198273	557
0.1%	452000	-107647.5826449187	302.10156350300264	557
0.1%	453000	-107572.52611162816	302.604097064523	557
0.1%	454000	-107898.42418237613	301.6275257580706	557
0.1%	455000	-107782.90493773273	297.39949277933306	557
0.1%	456000	-108027.745728001	300.9634847433646	557
0.1%	457000	-108592.30720479414	303.85618746874206	557
0.1%	458000	-107828.08563321107	295.63595027917734	557
0.1%	459000	-107566.13769702241	298.08594641017714	557
0.1%	460000	-107979.86271087127	298.37606204498445	557
0.1%	461000	-107840.41673669778	295.3638994162709	557
0.1%	462000	-108284.72729566856	307.9349313450295	557
0.1%	463000	-107992.0010993781	296.8989565357475	557
0.1%	464000	-108104.43762199348	299.7927419726307	557
0.1%	465000	-108150.82815301209	295.35998863379643	557
0.1%	466000	-108195.21156511595	302.73614656574796	557
0.1%	467000	-108381.61699225823	305.6411425175849	557
0.1%	468000	-108212.52778675035	300.05609049718095	557
0.1%	469000	-108209.29412277765	303.3501408645147	557
0.1%	470000	-107887.05546677974	298.94368573789245	557
0.1%	471000	-107826.87873272621	295.8633110643707	557
0.1%	472000	-107724.06916201813	296.0437439693656	557
0.1%	473000	-108264.23746176041	300.07693427910147	557
0.1%	474000	-108433.56472940464	303.43439777235056	556
0.1%	475000	-108067.7238353272	300.8897881152363	556
0.1%	476000	-107367.71463957313	302.2617964608488	556
0.1%	477000	-107691.76566067524	295.2954429627165	556
0.1%	478000	-107547.52291274583	298.6552956870138	556
0.1%	479000	-107908.3040341544	300.84102786373876	556
0.1%	480000	-107937.34456898319	306.7790539635749	556
0.1%	481000	-107895.27854160545	301.80669060862226	556
0.1%	482000	-108434.79607772292	296.94736984561683	556
0.1%	483000	-107813.5079421699	297.05275151079894	556
0.1%	484000	-107979.3996201104	298.78715018208277	556
0.1%	485000	-107865.97702910751	299.72931939245734	556
0.1%	486000	-107701.43858746113	302.16609629775496	556
0.1%	487000	-108065.15139677213	294.2854016045136	556
0.1%	488000	-108122.23627585429	294.95692203538454	556
0.1%	489000	-108159.53932785266	301.4141086460576	556
0.1%	490000	-107996.86068037176	300.3969878598001	556
0.1%	491000	-108190.04322701134	302.9224907608401	556
0.1%	492000	-107646.54501087428	299.5619215244447	556
0.1%	493000	-108378.01334774145	302.67342798357595	556
0.1%	494000	-107832.62245666073	293.8847270147993	556
0.1%	495000	-107976.64065859723	299.1224114267115	556
0.1%	496000	-108307.81667252374	306.1925794382693	556
0.1%	497000	-108028.16025132453	302.69149919429987	556
0.1%	498000	-108315.36527058226	306.2883741333553	556
0.1%	499000	-108364.88819872029	300.4529731147259	556
0.1%	500000	-108181.71691301186	302.6721572853803	556
0.1%	501000	-108186.31321700453	294.806494234461	556
0.1%	502000	-107864.24706843426	298.0406382436279	556
0.1%	503000	-108185.23043801123	298.32467450752273	556
0.1%	504000	-108592.4031803084	298.7331948323518	556
0.1%	505000	-107962.41488596634	293.91145033277604	556
0.1%	506000	-107780.00949670584	299.05720415766154	556
0.1%	507000	-107640.82529486134	293.82441561952	556
0.1%	508000	-107766.94889233937	300.4701244098902	556
0.1%	509000	-108198.4669308262	300.438343636369	556
0.1%	510000	-107870.3259346534	307.79187967977776	556
0.1%	511000	-108033.49775679014	305.686682525321	556
0.1%	512000	-107637.34567833133	304.96048109395315	556
0.1%	513000	-107359.58529451885	296.00039589083013	556
0.1%	514000	-107613.97281574225	296.25222136238165	556
0.1%	515000	-107558.9652864642	304.4817188879315	556
