#"Progress (%)"	"Step"	"Potential Energy (kJ/mole)"	"Temperature (K)"	"Speed (ns/day)"
0.0%	117000	-108139.41806228692	299.57986264725366	603
0.0%	118000	-108032.75428835582	294.9885692027882	603
0.0%	119000	-108547.4216623574	298.7156478882225	603
0.0%	120000	-107874.78162830556	292.34132424676187	603
0.0%	121000	-107792.24708626606	295.44403792017613	603
0.0%	122000	-107829.48691296438	297.02444023405684	603
0.0%	123000	-108120.96021752246	303.72224854907597	603
0.0%	124000	-107686.27343520569	297.41354110485753	603
0.0%	125000	-108152.95892924163	299.3203983599408	603
0.0%	126000	-108161.11918684165	304.7137681262377	603
0.0%	127000	-108394.2102298215	307.2272489159284	603
0.0%	128000	-108428.48306360398	306.6015239903563	603
0.0%	129000	-107688.47578145913	297.5389800711778	603
0.0%	130000	-107894.86021036538	300.04019101269347	602
0.0%	131000	-108261.15766247199	302.4875881419786	602
0.0%	132000	-107968.45179253863	310.29199704274777	602
0.0%	133000	-107862.89042710699	300.240076868961	602
0.0%	134000	-108083.68074531062	297.6874069071383	602
0.0%	135000	-107270.75095717143	297.4704244017779	602
0.0%	136000	-107756.41085567465	305.113133416114	602
0.0%	137000	-108125.55851597735	297.84725799151784	602
0.0%	138000	-107771.8296206335	306.17241145635165	602
0.0%	139000	-108024.76585148857	307.7253498110682	602
0.0%	140000	-107495.3177705137	302.06617265984903	601
0.0%	141000	-107977.64601095277	293.71111923395824	601
0.0%	142000	-108072.73805819917	300.44033313462637	601
0.0%	143000	-107837.32749850629	300.31301568891786	601
0.0%	144000	-107467.00349749159	300.47106469245284	601
0.0%	145000	-107665.61306184623	301.19215718909265	601
0.0%	146000	-108275.01694234577	300.6140465040021	601
0.0%	147000	-107801.31467049941	302.24903697602355	601
0.0%	148000	-107598.53665385186	295.83826773657927	601
0.0%	149000	-107990.29910630733	300.3031361301393	600
0.0%	150000	-108434.99226252455	308.1496188210595	600
0.0%	151000	-108309.42531836429	300.47774860702873	600
0.0%	152000	-107838.1217970287	303.15723288782704	600
0.0%	153000	-107913.10074447445	303.69669517074107	600
0.0%	154000	-107781.08431195933	293.50047888664045	600
0.0%	155000	-108317.39242502023	303.0234337535554	600
0.0%	156000	-108129.77386128507	305.4120466138737	600
0.0%	157000	-107553.73535238346	297.4913498310954	600
0.0%	158000	-107910.80339410133	303.0034707064116	599
0.0%	159000	-107747.14760822081	300.16828458518563	599
0.0%	160000	-107935.89093735418	298.91457327898917	599
0.0%	161000	-107887.16765532433	298.3402212279159	599
0.0%	162000	-107838.37864884222	300.2875980585348	599
0.0%	163000	-108101.05933562876	302.306600342215	599
0.0%	164000	-107636.52954440168	301.3415227244315	599
0.0%	165000	-107675.0658579173	306.2451429041275	599
0.0%	166000	-107968.83737296145	308.14826744932765	598
0.0%	167000	-107946.90564125171	300.31904640601687	598
0.0%	168000	-108035.47568766028	306.2379503729176	598
0.0%	169000	-107614.94758621207	297.54597038008785	598
0.0%	170000	-107763.65280394629	303.9976737105291	598
0.0%	171000	-108126.99054357549	299.260096243682	598
0.0%	172000	-108493.66755098477	294.6242713545902	598
0.0%	173000	-108490.73050136236	299.3984308216773	597
0.0%	174000	-107908.72733664629	300.55316950571745	597
0.0%	175000	-107676.39708244335	297.12189273842876	597
0.0%	176000	-108296.01527631097	305.9922478556697	597
0.0%	177000	-108471.46196643845	305.9038655635543	597
0.0%	178000	-107892.63567628944	301.60979237670136	596
0.0%	179000	-108283.26035181107	297.1885213892243	596
0.0%	180000	-107989.54987342097	298.8002162722195	596
0.0%	181000	-107911.31493584486	302.9769085909669	596
0.0%	182000	-107911.1530408198	301.7343853348095	596
0.0%	183000	-107247.15065740235	300.78549835869495	596
0.0%	184000	-108135.4070338686	299.5979479448854	595
0.0%	185000	-108155.60086616152	294.6931319936988	595
0.0%	186000	-108096.86407519341	296.77778564567495	595
0.0%	187000	-108089.05244570086	305.47598856274897	595
0.0%	188000	-107774.07343986025	296.6766317388259	594
0.0%	189000	-107427.20131831337	296.76585254088286	594
0.0%	190000	-107638.04156979243	300.1230059688033	594
0.0%	191000	-107426.71278882865	305.6663439720455	594
0.0%	192000	-107636.41151759238	298.71279321320276	594
0.0%	193000	-107978.41539402213	300.52020848958097	594
0.0%	194000	-107940.83295320906	300.852063063176	593
0.0%	195000	-107752.4124407086	303.36136750088775	593
0.0%	196000	-107978.321266721	299.29348600043716	593
0.0%	197000	-107719.09403817309	301.7123030809644	593
0.0%	198000	-107741.35908738128	299.2732994895473	593
0.0%	199000	-107871.81909964187	299.89379794139063	593
0.0%	200000	-107929.89586069225	304.1825424677419	592
0.0%	201000	-107890.73401789786	304.0585619705882	592
0.0%	202000	-107594.77699990966	294.43388463870633	592
0.0%	203000	-107910.95274475962	295.38541234955517	592
0.0%	204000	-108225.8880381519	306.260131145693	592
0.0%	205000	-107848.63366776239	293.9501348542445	592
0.0%	206000	-108021.69597807107	296.3872089789971	592
0.0%	207000	-108340.63567649992	300.2368797037737	591
0.0%	208000	-107855.21006107517	304.4707846416956	591
0.0%	209000	-107734.35848955717	296.66347160563686	591
0.0%	210000	-108107.71631907695	299.7708012595717	591
0.0%	211000	-107818.75631915801	294.08185715310634	591
0.0%	212000	-108156.61406541686	301.7915229285888	591
0.0%	213000	-107575.54346449999	299.0910326874375	590
0.0%	214000	-107449.79641763424	299.09121141434	590
0.0%	215000	-107694.620131667	301.8055142493595	590
0.0%	216000	-107504.04392617499	297.8807817018293	590
0.0%	217000	-108385.72078003269	304.406654393329	590
0.0%	218000	-108269.52829523874	298.61111857952454	590
0.0%	219000	-108028.8296408637	298.0904532125707	590
0.0%	220000	-108473.13573854393	296.86233537651844	590
0.0%	221000	-108261.41195910377	294.79616215850604	589
0.0%	222000	-107914.7328665324	304.24673885671075	589
0.0%	223000	-107729.15189128765	304.8103396516171	589
0.0%	224000	-107839.10663882224	293.2776720430666	589
0.0%	225000	-107818.41943658376	301.3425235367677	589
0.0%	226000	-107911.99709421163	298.41415485893066	589
0.0%	227000	-108333.57180176117	303.1507195843323	588
0.0%	228000	-107571.8419193183	295.21354871815055	588
0.0%	229000	-107982.64689381723	301.9898691498575	588
0.0%	230000	-107912.55428103893	300.75719397117496	588
0.0%	231000	-107458.61237370339	295.8619334984181	588
0.0%	232000	-108157.48447651393	300.6496663537007	588
0.0%	233000	-108139.39061766467	304.0679393816565	588
0.0%	234000	-108144.26557900058	305.08483738420466	587
0.0%	235000	-107820.76098446967	292.05676807180964	587
0.0%	236000	-107898.36132743652	298.66729819119143	587
0.0%	237000	-107314.77617472177	296.01337807490876	587
0.0%	238000	-108079.01035234611	300.7843691453159	587
0.0%	239000	-108163.52541798516	305.6524248256182	587
0.0%	240000	-107714.72589957062	298.3943987423615	587
0.0%	241000	-107877.39330458036	301.3034891616477	586
0.0%	242000	-107818.63440640923	303.00437899924486	586
0.0%	243000	-107938.11592841265	302.7270199906893	586
0.0%	244000	-108307.48104109056	293.5431658173659	586
0.0%	245000	-107831.17374748387	299.04640884758567	586
0.0%	246000	-107485.86913151806	298.07262398269916	586
0.0%	247000	-108361.38210390229	300.19497080672124	586
0.0%	248000	-108557.29523251904	294.9212059866459	586
0.0%	249000	-108379.79201578279	298.856520395975	585
0.1%	250000	-107991.86736354115	298.2410071045571	585
0.1%	251000	-108171.60912577924	296.49468239063157	585
0.1%	252000	-108155.44893963635	291.4675194479715	585
0.1%	253000	-108636.15139137115	300.3202886101231	585
0.1%	254000	-108510.91711534071	296.03107436678073	585
0.1%	255000	-107661.19120870205	305.6750288289286	585
0.1%	256000	-107175.01031243056	301.0469681073416	585
0.1%	257000	-107489.05477338703	306.7437259056255	584
0.1%	258000	-107756.87860910315	307.25430460436974	584
0.1%	259000	-107974.42933858815	303.62050444235075	584
0.1%	260000	-108306.17575596506	296.66331420814095	584
0.1%	261000	-108220.41627058317	296.9715809255549	584
0.1%	262000	-107878.03617932042	304.91467365183075	584
0.1%	263000	-108018.01727198157	299.5378314881617	584
0.1%	264000	-108003.33952391031	300.44686607319863	583
0.1%	265000	-107636.89916274115	300.5214826213056	583
0.1%	266000	-107879.05275240121	304.98489643337246	583
0.1%	267000	-107701.68242804613	298.5306240767569	583
0.1%	268000	-107919.8625615798	305.20442999099197	583
0.1%	269000	-108176.96078384598	302.4632197819189	583
0.1%	270000	-107706.86598627386	296.7412150326877	583
0.1%	271000	-107507.5845130703	296.3880882720794	583
0.1%	272000	-107539.66195126157	307.6666782618735	583
0.1%	273000	-107400.06657339609	299.9123449640426	582
0.1%	274000	-108055.26791363978	301.25653297160164	582
0.1%	275000	-107826.27077185316	302.5739929767475	582
0.1%	276000	-107967.62017321237	299.5891173620082	582
0.1%	277000	-107670.69208392105	297.00457262435157	582
0.1%	278000	-107930.38507493678	297.2263048183115	582
0.1%	279000	-107793.1179177151	303.4586987938047	582
0.1%	280000	-107199.04907151195	299.8361861006048	582
0.1%	281000	-107698.35029649874	301.7177481739227	581
0.1%	282000	-107850.91037661443	304.3056484429011	581
0.1%	283000	-107566.66385655291	306.23421610719004	581
0.1%	284000	-107819.30472852523	304.7887799946345	581
0.1%	285000	-107586.94234220707	295.5803956661761	581
0.1%	286000	-108158.18967676046	304.91443388664527	581
0.1%	287000	-107803.04559889436	294.760518187925	581
0.1%	288000	-107579.11426011776	299.5989992702156	581
0.1%	289000	-107855.0002601468	301.72532540995206	581
0.1%	290000	-107999.63901968184	296.6156691172925	581
0.1%	291000	-107946.98770921351	299.7864707604314	580
0.1%	292000	-107734.79240384232	298.9775551166037	580
0.1%	293000	-107827.86011577258	306.4216864134735	580
0.1%	294000	-107664.16503797332	305.8306330014823	580
0.1%	295000	-107766.12823784514	298.3698229242153	580
0.1%	296000	-107743.73980130558	302.9044273352541	580
0.1%	297000	-107819.14804792497	297.157664270616	580
0.1%	298000	-108130.62963945162	298.0195640560794	580
0.1%	299000	-108497.71070895717	301.43348159327064	580
0.1%	300000	-107820.1325871842	299.92095085621685	579
0.1%	301000	-108126.59579052171	295.09528699837557	579
0.1%	302000	-108516.08963897126	301.93420953803167	579
0.1%	303000	-108503.83406971698	299.9292545674361	579
0.1%	304000	-108162.10524770664	301.94326959127227	579
0.1%	305000	-107846.87202061177	306.23562814976407	579
0.1%	306000	-108238.69552186155	298.4923122779389	579
0.1%	307000	-107725.5332779109	293.62372095643315	579
0.1%	308000	-107211.3023326185	299.2008972785294	579
0.1%	309000	-107580.80828959495	297.35868105008507	579
0.1%	310000	-108561.63690727577	301.726746748558	579
0.1%	311000	-107947.86853261036	301.813910925187	578
0.1%	312000	-108117.93204202713	295.1923190509806	578
0.1%	313000	-107639.30932717561	299.46642120029384	578
0.1%	314000	-107372.89499671571	299.9986900700786	578
0.1%	315000	-107599.72085789847	305.7693493647339	578
0.1%	316000	-107958.46761643607	300.09461093320715	578
0.1%	317000	-108057.65259250184	299.0233187413066	578
0.1%	318000	-108576.22953424067	297.0973148795606	578
0.1%	319000	-108060.32362046395	293.6343981413823	578
0.1%	320000	-107802.91839585244	293.22829803568357	578
0.1%	321000	-107794.41540751909	300.13061893658545	578
0.1%	322000	-108015.02598049166	297.93485245697497	578
0.1%	323000	-107925.28941178368	305.1632122690675	577
0.1%	324000	-108194.48833882436	303.7198978751903	577
0.1%	325000	-107380.02877360908	298.5942639907139	577
0.1%	326000	-107503.64758458803	300.52324804785815	577
0.1%	327000	-107361.71022449387	304.681434540135	577
0.1%	328000	-107632.30845923047	297.7924702849977	577
0.1%	329000	-107870.24711933779	300.76865629928676	577
0.1%	330000	-107807.1285897384	297.1952982961324	577
0.1%	331000	-108352.41629096889	302.0863128720645	577
0.1%	332000	-107984.7605126712	305.57061901347276	577
0.1%	333000	-107903.28864793782	297.9144496097707	577
0.1%	334000	-107722.9554127208	303.5088222763869	576
0.1%	335000	-107485.04952975083	299.93390765879576	576
0.1%	336000	-108007.76489147684	300.58080322674226	576
0.1%	337000	-107985.02764242422	297.36005828166014	576
0.1%	338000	-108046.41396939196	301.7647817587294	576
0.1%	339000	-108064.9383732311	305.21138247289775	576
0.1%	340000	-108087.70711864019	304.96264879161834	576
0.1%	341000	-108248.99002597248	294.36388557171665	576
0.1%	342000	-107916.95075212303	303.07611266547053	576
0.1%	343000	-107689.40475909715	301.51798951519055	576
0.1%	344000	-107531.82605019608	305.37628540586195	576
0.1%	345000	-107775.84699694696	300.97249195744234	576
0.1%	346000	-107866.98862673622	303.7386793839121	576
0.1%	347000	-107868.81031375658	297.49125770814004	575
0.1%	348000	-107952.55383411935	298.5826402306802	575
0.1%	349000	-107647.73139518732	298.9163719478283	575
0.1%	350000	-107811.54552906496	297.71166816853633	575
0.1%	351000	-107912.1760219005	298.7713573824052	575
0.1%	352000	-108386.92834386555	300.58436753800356	575
0.1%	353000	-108247.49140376411	304.9836826154575	575
0.1%	354000	-107688.96904648631	302.22269320368844	575
0.1%	355000	-107984.13249119464	305.3150556260046	575
0.1%	356000	-107981.64575899672	299.0238659707029	575
0.1%	357000	-107541.85233999533	297.1284391824243	575
0.1%	358000	-107836.91269058012	300.8078749286486	575
0.1%	359000	-107815.8878725362	302.96810397346263	575
0.1%	360000	-108434.2172089417	302.99496689842795	574
0.1%	361000	-108100.86507670162	303.2991114634901	574
0.1%	362000	-108423.93813366606	301.00011257387405	574
0.1%	363000	-108000.45811897167	304.9829395884831	574
0.1%	364000	-107952.50598575617	300.66822114023336	574
0.1%	365000	-107523.00710814376	300.16241635456953	574
0.1%	366000	-107644.91232258012	301.2456215758664	574
0.1%	367000	-108131.27105509257	299.22675820404476	574
0.1%	368000	-108107.97765629413	299.6269499064379	574
0.1%	369000	-108428.86717694975	300.3426487397261	574
0.1%	370000	-107828.70695628738	309.0315496796656	574
0.1%	371000	-107628.83866507956	296.1859620193416	574
0.1%	372000	-108509.84816291509	301.69353743282664	573
0.1%	373000	-107784.58074633079	296.7648349558465	573
0.1%	374000	-108337.158052854	298.3629783963088	573
0.1%	375000	-107935.54285457497	299.24816276985786	573
0.1%	376000	-108174.01506019011	300.3898248504996	573
0.1%	377000	-107997.99086035206	295.7733413385422	573
0.1%	378000	-108727.56154497154	296.52503963209836	573
0.1%	379000	-108453.92333357362	295.3547628896187	573
0.1%	380000	-108005.96762986598	300.67915053953135	573
0.1%	381000	-107686.23905876512	301.9920243463129	573
0.1%	382000	-107776.97273645294	300.47435468691367	573
0.1%	383000	-107516.19036731357	302.58639806675797	573
0.1%	384000	-106897.09885832015	304.66573156347715	572
0.1%	385000	-107655.97728852904	307.06638621955784	572
0.1%	386000	-108353.13327998435	295.83199761918706	572
0.1%	387000	-107984.46608067956	298.3742986378004	572
0.1%	388000	-107948.1194129656	308.1739567191684	572
0.1%	389000	-108204.76052546152	300.9968620609624	572
0.1%	390000	-108059.88629935589	299.38716604824305	572
0.1%	391000	-107630.36000996316	300.75048764747504	572
0.1%	392000	-107947.00631528627	303.16884329923977	572
0.1%	393000	-107575.10430903593	308.4440891570358	572
0.1%	394000	-107764.05956536322	303.99909466976163	572
0.1%	395000	-107738.99770523189	297.5755306494709	572
0.1%	396000	-108281.19358420488	303.1044320682481	572
0.1%	397000	-107775.80870780558	299.26151486501243	572
0.1%	398000	-107707.9722779477	300.3121293738795	572
0.1%	399000	-108232.89059080672	298.0938839194337	572
0.1%	400000	-107937.41093409155	299.3190251962001	571
0.1%	401000	-108104.77188788564	302.9599085563845	571
0.1%	402000	-107427.31839967007	301.1905844289985	571
0.1%	403000	-107905.66185337654	301.89731687202897	571
0.1%	404000	-108027.58376846462	302.9746390225065	571
0.1%	405000	-107958.37536570034	298.2078613320416	571
0.1%	406000	-108338.72411643085	303.34896618905526	571
0.1%	407000	-108132.84854472359	297.635823290437	571
0.1%	408000	-108163.64228658518	300.91036790782823	571
0.1%	409000	-108249.87547862087	300.22055915180573	571
0.1%	410000	-107860.9400788811	303.16221500327106	571
0.1%	411000	-107624.5542392449	299.96126582595565	571
0.1%	412000	-107655.20309365401	294.0092251945021	571
0.1%	413000	-107529.56160720787	294.01872671799885	570
0.1%	414000	-107916.72895411355	300.67885993466325	570
0.1%	415000	-107673.61451147869	300.68695583268726	570
0.1%	416000	-107334.29627252067	289.47622986085383	570
0.1%	417000	-107670.41036801948	304.77810890325134	570
0.1%	418000	-107833.68670227565	298.2357970173252	570
0.1%	419000	-108383.24131803843	302.4351205860823	570
0.1%	420000	-108504.06916077831	301.7543121999484	570
0.1%	421000	-107862.9319942519	296.91651677513187	570
0.1%	422000	-107883.89218733343	302.2066523338062	570
0.1%	423000	-108071.85690115299	298.63579380249774	570
0.1%	424000	-108395.48434817744	304.51732524443696	570
0.1%	425000	-108355.3832429573	298.99184792956436	570
0.1%	426000	-108013.95937780198	302.54229132782797	570
0.1%	427000	-108602.11283131898	303.65870250328845	570
0.1%	428000	-108282.96190187288	300.19279017729514	570
0.1%	429000	-108101.39849821897	298.34752312030696	569
0.1%	430000	-108207.79576002643	302.23753446631446	569
0.1%	431000	-108340.87033797894	296.8945717921177	569
0.1%	432000	-107981.91310843267	296.98607617772893	569
0.1%	433000	-108294.41194100771	303.23756391734383	569
0.1%	434000	-107870.2944347274	298.04952308402903	569
0.1%	435000	-107928.25632071448	305.0389504297084	569
0.1%	436000	-107885.1182466431	303.293599638589	569
0.1%	437000	-107744.71864019218	298.44228913588205	569
0.1%	438000	-107692.91731257876	294.6228700767351	569
0.1%	439000	-108405.33699917933	294.9456619152696	569
0.1%	440000	-108110.43539869715	297.60617810531056	569
0.1%	441000	-108224.27511915728	306.1348228506177	569
0.1%	442000	-107963.09253264987	300.69516293471116	569
0.1%	443000	-108182.59322196525	296.72485307528575	569
0.1%	444000	-108144.84657937847	304.61922095331414	569
0.1%	445000	-107932.48139769025	297.46234826263145	568
0.1%	446000	-107877.66105152667	299.69444581272336	568
0.1%	447000	-108257.38834982715	304.34020961071417	568
0.1%	448000	-107581.86977739236	297.32258797833174	568
0.1%	449000	-108087.85948275332	299.494875828714	568
0.1%	450000	-107883.15653428971	298.9502881880523	568
0.1%	451000	-108373.51925055613	296.63723713060085	568
0.1%	452000	-108409.9441920605	298.8572253755256	568
0.1%	453000	-108124.38773834705	296.9696679954864	568
0.1%	454000	-108412.70981156104	295.8338776526473	568
0.1%	455000	-108557.59695922537	298.8411332558344	568
0.1%	456000	-108298.75116350735	296.76644403287764	568
0.1%	457000	-108135.91428470844	302.82740180543567	568
0.1%	458000	-107937.7237828006	298.39873036584095	568
0.1%	459000	-107683.03094320884	296.98594252350676	568
0.1%	460000	-107862.81943688006	299.91906616013125	568
0.1%	461000	-108232.58273910172	304.2161571307572	568
0.1%	462000	-107823.76160993613	296.95589833689576	568
0.1%	463000	-108309.67085762066	301.7230744887651	568
0.1%	464000	-108017.58411623561	301.6944978338331	567
0.1%	465000	-108022.23600635189	303.4377323655511	567
0.1%	466000	-107827.41802039254	299.44800626992765	567
0.1%	467000	-107558.66071488382	300.0182757489763	567
0.1%	468000	-107570.4273153306	297.7830222611926	567
0.1%	469000	-107847.81447605859	306.68700064032635	567
0.1%	470000	-108105.73619984533	302.65112932632076	567
0.1%	471000	-107969.75376142003	297.8886199948345	567
0.1%	472000	-107996.20935370051	305.2679591317073	567
0.1%	473000	-108183.09245799459	304.43861672283396	567
0.1%	474000	-107539.62456494174	302.0670126728374	567
0.1%	475000	-108006.74873106461	298.1534923231189	567
0.1%	476000	-108409.46790407132	302.1263988231941	567
0.1%	477000	-107955.07417278294	302.60612512749555	567
0.1%	478000	-107843.00396036077	307.52817506948014	567
0.1%	479000	-108130.42493040231	303.0928586889709	567
0.1%	480000	-108037.64142622775	298.2986479948126	567
0.1%	481000	-107752.19472948322	299.1396466011181	567
0.1%	482000	-108008.25452527613	305.9542107614087	567
0.1%	483000	-107975.26711537666	299.8712467024944	566
0.1%	484000	-107442.11764298822	297.1511452483903	566
0.1%	485000	-108500.42866737652	305.2026463635573	566
0.1%	486000	-107877.56259700283	295.71347930995444	566
0.1%	487000	-107990.97838621843	296.5823749243896	566
0.1%	488000	-108074.23232147912	303.03305856580766	566
0.1%	489000	-108181.32452999521	300.1189511732421	566
0.1%	490000	-108140.77644798718	299.6825836829745	566
0.1%	491000	-108024.63926059869	294.3871070283445	566
0.1%	492000	-107837.1328047309	301.3887002485928	566
0.1%	493000	-107951.38748689392	309.78928861553146	566
0.1%	494000	-107771.66690512258	300.3900141986225	566
0.1%	495000	-107254.58925127564	309.6529290850133	566
0.1%	496000	-107560.19865208655	308.26499017096216	566
0.1%	497000	-107775.24206884392	304.36730791130697	566
0.1%	498000	-108086.67970867595	305.12423966390446	566
0.1%	499000	-107701.21688918932	295.9912451864552	566
0.1%	500000	-108079.31525758212	297.89675082832207	566
0.1%	501000	-107524.73765717866	298.93019993822776	566
0.1%	502000	-107869.79328963486	306.83966058311495	566
0.1%	503000	-107534.51023642742	299.8442678925189	566
0.1%	504000	-108028.2754594183	297.9205315666162	565
0.1%	505000	-107867.12932884181	295.22105860198303	565
0.1%	506000	-107389.22919157613	301.53674291743016	565
0.1%	507000	-107586.8761213026	297.5608833679946	565
0.1%	508000	-107715.38683234411	301.7310151178463	565
0.1%	509000	-107944.80579589005	297.87339997172234	565
0.1%	510000	-107969.69987315033	305.1427166305844	565
0.1%	511000	-107602.33223337005	299.2087279464105	565
0.1%	512000	-107878.2715165508	302.71792709932936	565
0.1%	513000	-108033.70279947692	301.52842216704687	565
