1175.0	1607.0	1898.0	1974.0	55.0
2226.0	3124.0	3563.0	3646.0	108.0
2865.0	4188.0	4896.0	5189.0	150.0
3362.0	5328.0	6599.0	7304.0	149.0
3922.0	6887.0	9269.0	10619.0	218.0
4830.0	9071.0	12958.0	15989.0	319.0
6960.0	12558.0	18637.0	25066.0	508.0
12547.0	19805.0	27636.0	39029.0	851.0
28935.0	40620.0	44554.0	61282.0	1458.0
54650.0	66620.0	65369.0	95866.0	2575.0
99858.0	106136.0	95328.0	151595.0	4618.0
175481.0	168990.0	143081.0	236030.0	8570.0
297810.0	265754.0	220580.0	363019.0	17859.0
482413.0	408786.0	351591.0	542725.0	40324.0
737367.0	616673.0	568508.0	775604.0	101640.0
1.057204e6	897551.0	900755.0	1.057296e6	275208.0
1.41278e6	1.252743e6	1.335877e6	1.364325e6	732443.0
1.758892e6	1.674479e6	1.791024e6	1.662167e6	1.713437e6
2.03809e6	2.139327e6	2.186705e6	1.900629e6	3.185128e6
2.190691e6	2.558846e6	2.469216e6	2.036701e6	4.409663e6
2.192869e6	2.558871e6	2.465941e6	2.038453e6	4.412052e6
2.036278e6	2.138204e6	2.185076e6	1.900202e6	3.185472e6
1.75544e6	1.677233e6	1.793633e6	1.661776e6	1.711999e6
1.411659e6	1.252232e6	1.334039e6	1.364678e6	733059.0
1.055599e6	897894.0	901694.0	1.056789e6	275668.0
738772.0	617276.0	570222.0	775038.0	101566.0
484356.0	409342.0	351425.0	542180.0	40723.0
299044.0	264344.0	220068.0	363612.0	17994.0
175361.0	169251.0	142086.0	236104.0	8510.0
98991.0	106142.0	95489.0	151930.0	4525.0
54890.0	66586.0	65592.0	96521.0	2631.0
29254.0	40342.0	44541.0	60886.0	1459.0
12663.0	19889.0	27715.0	38551.0	793.0
6871.0	12543.0	18526.0	25066.0	501.0
4869.0	9163.0	13129.0	16376.0	329.0
3921.0	6968.0	9379.0	10720.0	249.0
3500.0	5356.0	6543.0	7173.0	177.0
2844.0	4106.0	4899.0	5354.0	128.0
2180.0	3092.0	3556.0	3613.0	86.0
1172.0	1616.0	2014.0	2010.0	42.0
