1.243574e6	1.243574e6	1.243574e6	1.243574e6
2.119786e6	2.119786e6	2.119786e6	2.119786e6
2.573472e6	2.573472e6	2.573472e6	2.573472e6
2.870135e6	2.870135e6	2.870135e6	2.870135e6
3.077004e6	3.077004e6	3.077004e6	3.077004e6
3.221908e6	3.221908e6	3.221908e6	3.221908e6
3.323331e6	3.323331e6	3.323331e6	3.323331e6
3.389984e6	3.389984e6	3.389984e6	3.389984e6
3.43351e6	3.43351e6	3.43351e6	3.43351e6
3.463759e6	3.463759e6	3.463759e6	3.463759e6
3.475495e6	3.475495e6	3.475495e6	3.475495e6
3.47761e6	3.47761e6	3.47761e6	3.47761e6
3.477551e6	3.477551e6	3.477551e6	3.477551e6
3.469107e6	3.469107e6	3.469107e6	3.469107e6
3.46728e6	3.46728e6	3.46728e6	3.46728e6
3.452403e6	3.452403e6	3.452403e6	3.452403e6
3.44619e6	3.44619e6	3.44619e6	3.44619e6
3.444616e6	3.444616e6	3.444616e6	3.444616e6
3.448484e6	3.448484e6	3.448484e6	3.448484e6
3.459468e6	3.459468e6	3.459468e6	3.459468e6
3.453504e6	3.453504e6	3.453504e6	3.453504e6
3.446244e6	3.446244e6	3.446244e6	3.446244e6
3.443124e6	3.443124e6	3.443124e6	3.443124e6
3.446449e6	3.446449e6	3.446449e6	3.446449e6
3.453201e6	3.453201e6	3.453201e6	3.453201e6
3.461059e6	3.461059e6	3.461059e6	3.461059e6
3.470678e6	3.470678e6	3.470678e6	3.470678e6
3.475752e6	3.475752e6	3.475752e6	3.475752e6
3.483307e6	3.483307e6	3.483307e6	3.483307e6
3.478035e6	3.478035e6	3.478035e6	3.478035e6
3.464527e6	3.464527e6	3.464527e6	3.464527e6
3.43521e6	3.43521e6	3.43521e6	3.43521e6
3.389208e6	3.389208e6	3.389208e6	3.389208e6
3.321912e6	3.321912e6	3.321912e6	3.321912e6
3.221589e6	3.221589e6	3.221589e6	3.221589e6
3.077874e6	3.077874e6	3.077874e6	3.077874e6
2.869e6	2.869e6	2.869e6	2.869e6
2.574365e6	2.574365e6	2.574365e6	2.574365e6
2.12028e6	2.12028e6	2.12028e6	2.12028e6
1.242257e6	1.242257e6	1.242257e6	1.242257e6
