0.0	0.0	0.0	0.0
123018.0	197853.0	231700.0	228099.0
697614.0	1.479036e6	1.726603e6	993323.0
1.04868e6	1.127242e6	895838.0	1.56762e6
2.916693e6	5.012743e6	4.555944e6	2.854262e6
1.867588e6	49341.0	318409.0	2.601304e6
4.049498e6	3.297243e6	4.2826e6	3.319135e6
4.236984e6	417.0	11073.0	3.274292e6
5.426182e6	7.717212e6	5.912341e6	2.887519e6
227109.0	406534.0	30737.0	1.568082e6
90816.0	133691.0	1.862121e6	778419.0
28635.0	0.0	0.0	361877.0
27464.0	1.064067e6	574851.0	172190.0
1471.0	0.0	0.0	70701.0
557.0	1058.0	87119.0	25252.0
222.0	17115.0	12036.0	7829.0
48.0	10983.0	8094.0	2281.0
7.0	0.0	0.0	668.0
2.0	4685.0	3571.0	174.0
3.0	185.0	47.0	56.0
