108087.0	2.327624e6	6.710232e6	1.3062906e7	2.1555736e7	3.1259299e7	2.7879978e7	1.6292373e7	4.364523e6	397123.0
186334.0	3.983056e6	1.1474371e7	2.2329389e7	3.6841579e7	5.3428008e7	4.7658885e7	2.7854728e7	7.457818e6	680052.0
228479.0	4.84311e6	1.3931673e7	2.7123479e7	4.4716202e7	6.4866429e7	5.7849071e7	3.3819994e7	9.055976e6	825784.0
255406.0	5.416315e6	1.5525446e7	3.0234014e7	4.9868561e7	7.2319425e7	6.451203e7	3.7702854e7	1.0095025e7	920422.0
274272.0	5.81778e6	1.6628445e7	3.2401369e7	5.3428075e7	7.749074e7	6.9109928e7	4.0404932e7	1.0816714e7	985247.0
290186.0	6.107844e6	1.7397897e7	3.3918109e7	5.5947857e7	8.1127988e7	7.2358606e7	4.2302214e7	1.1335085e7	1.031046e6
298976.0	6.318096e6	1.7939012e7	3.4973342e7	5.7697268e7	8.3669539e7	7.4632291e7	4.3618222e7	1.1688973e7	1.064232e6
305272.0	6.459276e6	1.8290118e7	3.5711839e7	5.888872e7	8.5423837e7	7.6202417e7	4.453229e7	1.1931509e7	1.086369e6
309781.0	6.552433e6	1.8529264e7	3.6178894e7	5.9674604e7	8.6546931e7	7.7195117e7	4.5115497e7	1.208733e7	1.10236e6
311927.0	6.62131e6	1.8664314e7	3.6466608e7	6.0140659e7	8.7233943e7	7.7817128e7	4.5476191e7	1.218949e7	1.11025e6
313495.0	6.653346e6	1.8736387e7	3.6611485e7	6.0399746e7	8.7573433e7	7.8122447e7	4.5657651e7	1.223264e7	1.114194e6
313703.0	6.653752e6	1.8739713e7	3.6652609e7	6.0453151e7	8.7676127e7	7.818896e7	4.5698141e7	1.2249032e7	1.11595e6
312794.0	6.649864e6	1.8728592e7	3.661422e7	6.0409362e7	8.7590305e7	7.8130528e7	4.5662501e7	1.2229413e7	1.113404e6
312969.0	6.632205e6	1.8681088e7	3.6552533e7	6.0274797e7	8.7417122e7	7.7969125e7	4.5570721e7	1.2197003e7	1.111096e6
310852.0	6.614428e6	1.863465e7	3.6451662e7	6.0120185e7	8.7204493e7	7.777504e7	4.5457792e7	1.2180713e7	1.109298e6
310587.0	6.58728e6	1.8576167e7	3.6367958e7	5.9976303e7	8.6989559e7	7.7589074e7	4.5342027e7	1.2154004e7	1.104494e6
309215.0	6.572283e6	1.8548567e7	3.630131e7	5.9869318e7	8.6820546e7	7.7426911e7	4.5248353e7	1.2124676e7	1.103434e6
308383.0	6.562351e6	1.8528921e7	3.6283423e7	5.9825706e7	8.6750726e7	7.7383944e7	4.5227069e7	1.211358e7	1.103272e6
308597.0	6.565687e6	1.8544801e7	3.6311451e7	5.988118e7	8.6841743e7	7.7449416e7	4.5283708e7	1.2124441e7	1.104241e6
310509.0	6.584607e6	1.8588227e7	3.6426013e7	6.0084814e7	8.7122978e7	7.7703123e7	4.5409681e7	1.2164731e7	1.108074e6
309812.0	6.582791e6	1.8589901e7	3.6439982e7	6.0073733e7	8.7132996e7	7.7703576e7	4.5413345e7	1.2159888e7	1.109504e6
308356.0	6.564931e6	1.8540148e7	3.6303782e7	5.9882995e7	8.6834505e7	7.748226e7	4.5267526e7	1.2120229e7	1.101885e6
308599.0	6.559424e6	1.851476e7	3.6271923e7	5.983222e7	8.6739676e7	7.7373515e7	4.5231064e7	1.2113685e7	1.102293e6
308151.0	6.573637e6	1.8541918e7	3.6295929e7	5.9864059e7	8.6829528e7	7.7446806e7	4.5263473e7	1.2123483e7	1.105736e6
310038.0	6.584673e6	1.857118e7	3.6372424e7	5.9976696e7	8.6970935e7	7.7578527e7	4.5344808e7	1.214627e7	1.106903e6
310312.0	6.610665e6	1.8625706e7	3.6468476e7	6.0124092e7	8.7200167e7	7.7773262e7	4.5456898e7	1.2180137e7	1.108522e6
310962.0	6.63232e6	1.8679626e7	3.6558269e7	6.0285958e7	8.742356e7	7.7987173e7	4.5570066e7	1.2204277e7	1.111052e6
312963.0	6.649692e6	1.8720045e7	3.6629802e7	6.0406021e7	8.7597086e7	7.8150757e7	4.5666053e7	1.223102e7	1.113858e6
314154.0	6.65564e6	1.8748463e7	3.6654282e7	6.0461592e7	8.7651765e7	7.8194202e7	4.5696839e7	1.2236907e7	1.115452e6
312487.0	6.649982e6	1.8733561e7	3.6603481e7	6.0394329e7	8.7563747e7	7.8105433e7	4.5653978e7	1.2232844e7	1.114487e6
312122.0	6.617467e6	1.8661344e7	3.6470952e7	6.0156514e7	8.7228946e7	7.7798907e7	4.5466205e7	1.2177108e7	1.109799e6
309964.0	6.560392e6	1.8527678e7	3.6185503e7	5.9690014e7	8.6541102e7	7.7201126e7	4.5121593e7	1.2081945e7	1.099784e6
305480.0	6.461381e6	1.8289765e7	3.5709984e7	5.8902762e7	8.5418204e7	7.6180002e7	4.4525571e7	1.1922208e7	1.085105e6
298979.0	6.31427e6	1.7939592e7	3.4981479e7	5.7696314e7	8.3675151e7	7.4612444e7	4.3615285e7	1.1683077e7	1.063899e6
288049.0	6.108352e6	1.7398203e7	3.3913004e7	5.5947078e7	8.1123121e7	7.2356095e7	4.2280163e7	1.133372e7	1.032982e6
275233.0	5.818713e6	1.6617445e7	3.2392221e7	5.3445843e7	7.7489556e7	6.9118232e7	4.0396205e7	1.0816837e7	984900.0
