17.0	66.0	128.0	205.0	320.0	399.0	449.0	308.0	107.0	33.0	0.0
34.0	145.0	230.0	417.0	576.0	790.0	767.0	500.0	226.0	60.0	1.0
50.0	175.0	352.0	546.0	824.0	1065.0	1063.0	721.0	275.0	61.0	1.0
72.0	280.0	510.0	791.0	1172.0	1653.0	1472.0	1072.0	416.0	74.0	4.0
99.0	363.0	663.0	1129.0	1706.0	2266.0	2193.0	1553.0	608.0	132.0	5.0
167.0	537.0	1024.0	1746.0	2598.0	3517.0	3184.0	2329.0	916.0	191.0	8.0
220.0	820.0	1608.0	2596.0	3902.0	5481.0	5128.0	3575.0	1545.0	328.0	6.0
340.0	1313.0	2563.0	4123.0	6204.0	8558.0	8071.0	5528.0	2264.0	492.0	17.0
523.0	2117.0	3966.0	6514.0	9590.0	13119.0	12631.0	8609.0	3456.0	781.0	27.0
783.0	3365.0	6021.0	10187.0	15351.0	20977.0	19659.0	13621.0	5662.0	1202.0	33.0
1240.0	4966.0	9554.0	15987.0	23932.0	32848.0	31010.0	21368.0	8909.0	1861.0	57.0
1785.0	7804.0	14979.0	24861.0	37531.0	51101.0	48868.0	33497.0	13991.0	2913.0	101.0
2697.0	11805.0	23098.0	38621.0	57838.0	78588.0	73666.0	51118.0	21359.0	4493.0	135.0
3824.0	17392.0	34558.0	56996.0	86151.0	117633.0	111372.0	75917.0	31980.0	6761.0	236.0
5361.0	24730.0	48990.0	82004.0	123511.0	167204.0	159289.0	109299.0	45546.0	9714.0	325.0
6969.0	33371.0	66809.0	111765.0	168270.0	229463.0	216717.0	148866.0	61926.0	13359.0	403.0
8741.0	42921.0	85376.0	144440.0	216901.0	295445.0	279364.0	191902.0	80796.0	17151.0	522.0
10765.0	52291.0	104452.0	176266.0	263915.0	360054.0	340189.0	233522.0	97721.0	20774.0	687.0
11727.0	59145.0	119445.0	200897.0	301492.0	410973.0	389536.0	267588.0	111766.0	23566.0	822.0
12690.0	63337.0	127940.0	215902.0	324230.0	441530.0	418096.0	287195.0	119931.0	25496.0	769.0
12651.0	63084.0	128007.0	214397.0	323758.0	439471.0	415529.0	286264.0	119265.0	25476.0	854.0
11806.0	59380.0	120071.0	201495.0	301462.0	412125.0	390466.0	267755.0	112190.0	24082.0	790.0
10444.0	51639.0	104602.0	176042.0	263333.0	360344.0	339780.0	233058.0	97579.0	21174.0	679.0
8928.0	43064.0	86554.0	144263.0	217181.0	297123.0	279164.0	191985.0	80510.0	17294.0	572.0
6980.0	33540.0	66875.0	112263.0	167761.0	229554.0	216470.0	148668.0	62739.0	13405.0	454.0
5189.0	24944.0	49278.0	82415.0	123242.0	167640.0	158305.0	109532.0	45562.0	9809.0	323.0
3759.0	17391.0	34046.0	57258.0	86275.0	117340.0	110935.0	75956.0	31836.0	6964.0	203.0
2754.0	11853.0	22888.0	38288.0	57624.0	79032.0	74674.0	51252.0	21563.0	4585.0	161.0
1879.0	7838.0	15151.0	24983.0	37863.0	51391.0	48593.0	33093.0	14026.0	3069.0	95.0
1247.0	5041.0	9645.0	15822.0	24159.0	32826.0	30956.0	21276.0	9111.0	1929.0	60.0
785.0	3199.0	6235.0	10259.0	15481.0	20830.0	19792.0	13721.0	5705.0	1176.0	33.0
557.0	1993.0	3902.0	6523.0	9610.0	13322.0	12502.0	8721.0	3576.0	789.0	33.0
341.0	1287.0	2497.0	4062.0	6374.0	8512.0	7960.0	5429.0	2264.0	464.0	8.0
236.0	844.0	1516.0	2701.0	3944.0	5337.0	5098.0	3586.0	1464.0	295.0	12.0
139.0	560.0	1014.0	1733.0	2553.0	3559.0	3365.0	2270.0	991.0	195.0	5.0
106.0	374.0	687.0	1159.0	1703.0	2305.0	2260.0	1561.0	661.0	136.0	4.0
79.0	246.0	483.0	750.0	1109.0	1535.0	1510.0	1047.0	456.0	84.0	5.0
56.0	196.0	341.0	547.0	833.0	1119.0	1069.0	702.0	291.0	62.0	1.0
38.0	119.0	233.0	359.0	600.0	793.0	738.0	568.0	207.0	45.0	3.0
17.0	66.0	145.0	224.0	335.0	439.0	399.0	267.0	122.0	25.0	1.0
