#"Progress (%)"	"Step"	"Potential Energy (kJ/mole)"	"Temperature (K)"	"Speed (ns/day)"
2.4%	120000	-108312.49301277054	299.6133431034361	561
2.4%	121000	-107657.51045300183	302.3308990347289	561
2.4%	122000	-108602.3054331569	299.841615313016	560
2.5%	123000	-108176.90213963715	302.2939412393882	560
2.5%	124000	-108189.59038581513	304.979441285576	560
2.5%	125000	-108319.42372838478	298.03214463277334	560
2.5%	126000	-108746.01656856155	296.83030841829043	560
2.5%	127000	-107831.6089782021	303.1565176211848	559
2.6%	128000	-108158.84590871749	309.6730747260797	559
2.6%	129000	-107986.90238195658	302.41807318588985	559
2.6%	130000	-107958.61055812868	298.976911991947	558
2.6%	131000	-107401.14567586943	294.67792084278074	558
2.6%	132000	-107734.35197891039	302.69243008389884	558
2.7%	133000	-107874.66332734213	299.4762984293289	558
2.7%	134000	-108270.0506800192	303.74177976409203	558
2.7%	135000	-108298.60332621657	289.10626742708087	557
2.7%	136000	-108190.54247108544	298.77553556184307	557
2.7%	137000	-107868.07441253727	296.4269300792182	557
2.8%	138000	-107387.4632547244	299.19141020390686	557
2.8%	139000	-108403.2064885255	300.8233573253156	556
2.8%	140000	-107991.94691348495	301.28847424273505	556
2.8%	141000	-107737.09068326722	296.8388044201116	556
2.8%	142000	-108304.50703225238	299.9975278025664	556
2.9%	143000	-108427.94961926853	302.7955775373423	555
2.9%	144000	-108162.23625007737	299.78403164811647	555
2.9%	145000	-108552.8844173702	304.40845118230516	555
2.9%	146000	-108186.93619744014	303.927186073746	555
2.9%	147000	-108194.34137089807	303.94777271949613	554
3.0%	148000	-107934.36244470673	304.9599252565735	554
3.0%	149000	-107835.07104969723	300.9943471522347	554
3.0%	150000	-107594.61336452817	308.64285028987337	554
3.0%	151000	-107630.58788362332	300.26726718358475	553
3.0%	152000	-108234.80221478106	302.1324531191729	553
3.1%	153000	-108246.41816134634	298.2493824974591	553
3.1%	154000	-108429.89198914194	300.1760407188818	553
3.1%	155000	-108326.59846513439	307.151857377698	552
3.1%	156000	-108037.13639729377	298.1051411242592	552
3.1%	157000	-108333.52354651899	301.24001238431254	552
3.2%	158000	-108288.84859545832	302.1859642290069	552
3.2%	159000	-108082.28206412238	300.13123068512385	552
3.2%	160000	-108372.02934418409	304.87882767982904	551
3.2%	161000	-107929.44749179599	299.03163148965064	551
3.2%	162000	-108173.87097786344	301.8140507815647	551
3.3%	163000	-108115.37563259178	294.41616330894357	551
3.3%	164000	-108009.33464510925	305.37293221114993	551
3.3%	165000	-108138.94457430905	300.38957341807145	550
3.3%	166000	-108288.51659504161	295.1660929557511	550
3.3%	167000	-108570.58017785475	297.66812956235356	550
3.4%	168000	-108123.46919777058	300.02825609917215	550
3.4%	169000	-107808.50081306603	302.6874022389864	549
3.4%	170000	-108129.20698259189	297.18941240044956	549
3.4%	171000	-107844.91526277992	302.2501453604292	549
3.4%	172000	-108315.8488356783	299.72944033424415	549
3.5%	173000	-107949.04041522788	296.37169941443335	549
3.5%	174000	-107885.27098346641	303.87260071947367	548
3.5%	175000	-108028.90247985022	300.3835704472125	548
3.5%	176000	-108068.0710267045	297.56133832379254	548
3.5%	177000	-108493.4749305041	298.625743657079	548
3.6%	178000	-108620.84052024782	302.824873330533	548
3.6%	179000	-108225.1318877819	299.24253365185945	547
3.6%	180000	-107812.13103779824	305.9260716101506	547
3.6%	181000	-107814.64398141764	306.7121552436896	547
3.6%	182000	-108099.7376971913	297.1695075061603	547
3.7%	183000	-108044.33982742764	295.0211716183488	547
3.7%	184000	-108806.17065516394	294.4831890584737	547
3.7%	185000	-107936.14464963344	288.22230784750775	546
3.7%	186000	-107889.7999428215	295.67600975089465	546
3.7%	187000	-107956.39329230669	301.1462053975934	546
3.8%	188000	-107960.44044805295	302.5112322781941	546
3.8%	189000	-108229.1607654125	303.7144722976414	546
3.8%	190000	-108696.8236640452	302.425340326062	546
3.8%	191000	-108060.86094578402	302.2025728923639	545
3.8%	192000	-107713.09775608452	297.9481786667592	545
3.9%	193000	-108071.55358776078	306.1609339192618	545
3.9%	194000	-107828.20990127907	298.0327638093287	545
3.9%	195000	-108019.67951742257	302.47957006460814	545
3.9%	196000	-108156.39670647727	301.7263216491776	545
3.9%	197000	-107924.5116308895	303.41872229443703	545
4.0%	198000	-107945.63937997445	300.58024502655417	544
4.0%	199000	-108688.85044842609	302.50729664440894	544
4.0%	200000	-108330.64908401668	295.65530570867264	544
4.0%	201000	-108489.89964963356	301.190584505644	544
4.0%	202000	-108024.6904697984	306.3626608685202	544
4.1%	203000	-107429.40941379429	299.5386700709491	544
4.1%	204000	-107696.90784752648	310.5457925544231	544
4.1%	205000	-108315.26254500961	308.8362638366691	543
4.1%	206000	-108197.4749397519	303.5769020884213	543
4.1%	207000	-108313.04402652825	293.4342122339516	543
4.2%	208000	-108457.29885597248	298.5775506753937	543
4.2%	209000	-107548.5158375958	302.0022829219562	543
4.2%	210000	-108120.33066929784	306.1068532841425	543
4.2%	211000	-108020.49779390404	297.5172912047442	543
4.2%	212000	-107778.16829231498	307.1391990834544	543
4.3%	213000	-107942.82752038026	293.6782286661096	542
4.3%	214000	-107921.8733064977	297.80115324094487	542
4.3%	215000	-107779.69108603755	304.70562526276353	542
4.3%	216000	-108142.93626158405	307.508679655765	542
4.3%	217000	-108214.82834100467	300.5391500339344	542
4.4%	218000	-108291.0009554883	298.9033831083644	542
4.4%	219000	-107889.92054013046	302.18324369387994	542
4.4%	220000	-107870.97568609635	300.79072384990366	542
4.4%	221000	-108174.25085253012	296.29178077242966	541
4.4%	222000	-108148.02421809454	295.6742986126438	541
4.5%	223000	-108062.8473459573	298.1001619743399	541
4.5%	224000	-108377.00692600873	293.57261649177514	541
4.5%	225000	-108142.9774345276	298.78808816905126	541
4.5%	226000	-108055.95440102485	298.22596978432836	541
4.5%	227000	-108135.84238177212	301.5486040431069	541
4.6%	228000	-108373.79224503995	294.3385750187317	541
4.6%	229000	-108124.95804121275	304.06376365988916	541
4.6%	230000	-108805.01289999392	306.6301774621773	540
4.6%	231000	-108612.50663856091	302.3957793340379	540
4.6%	232000	-108683.16165845981	301.8741599354109	540
4.7%	233000	-108082.86852775491	296.66160483367184	540
4.7%	234000	-108198.12159192236	297.75048649003674	540
4.7%	235000	-108094.83032887336	304.2441630235329	540
4.7%	236000	-107910.05151030025	303.2071000455747	540
4.7%	237000	-107828.96822221973	299.3064407301702	540
4.8%	238000	-107710.715171583	296.4695404530416	540
4.8%	239000	-108544.75752513786	298.3868444958782	540
4.8%	240000	-108655.8696608101	298.8301168908512	539
4.8%	241000	-107826.22148386273	294.78495610707864	539
4.8%	242000	-108294.22949888115	298.92163429206806	539
4.9%	243000	-108162.22199715278	293.60217386317515	539
4.9%	244000	-108388.68284998275	306.4950797530149	539
4.9%	245000	-107884.93026863551	298.3761951427881	539
4.9%	246000	-108039.97051509726	300.93391092246895	539
4.9%	247000	-107577.68907188717	297.9972476926059	539
5.0%	248000	-107902.76834825263	304.2670514032293	539
5.0%	249000	-107781.5009298306	297.09107343522663	539
5.0%	250000	-108215.04865305987	295.89451954891047	539
5.0%	251000	-108144.08593321196	307.413478732415	538
5.0%	252000	-108228.5032790429	301.8488544574203	538
5.1%	253000	-107939.11820037314	307.0926083255117	538
5.1%	254000	-107965.33200578787	302.1688743426077	538
5.1%	255000	-108407.88292443939	305.54781403590886	538
5.1%	256000	-108079.69627724146	301.57307807769723	538
5.1%	257000	-108321.92105910857	294.3994285190385	538
5.2%	258000	-108157.59106841893	305.4634739917523	538
5.2%	259000	-107836.1412218397	300.0977563628969	538
5.2%	260000	-107793.65718054166	297.0515873871502	538
5.2%	261000	-108283.97993486212	307.98140014939156	538
5.2%	262000	-107880.90791871748	299.6840752135102	537
5.3%	263000	-108256.06033912557	297.93719288183524	537
5.3%	264000	-107938.86152656307	297.99418765118145	537
5.3%	265000	-107537.61863294477	300.13177097434266	537
5.3%	266000	-108056.43053823756	303.1212927266073	537
5.3%	267000	-107525.4948728066	301.1797220076025	537
5.4%	268000	-108151.266857896	300.2036887441462	537
5.4%	269000	-108105.82122391206	303.1148711053066	537
5.4%	270000	-107695.76542746695	301.7632750568466	537
5.4%	271000	-108562.26670320472	302.1139892905058	537
5.4%	272000	-107804.50509844208	300.541212474227	537
5.5%	273000	-107910.6931142991	298.6906254743056	537
5.5%	274000	-108458.93556529423	305.0430241377817	537
5.5%	275000	-108163.62538215774	297.0969391337222	536
5.5%	276000	-107953.46326163178	300.9234311354665	536
5.5%	277000	-108372.17597602797	303.4716887910172	536
5.6%	278000	-107639.58708919608	303.45273256580685	536
5.6%	279000	-108533.7014811812	296.2947666853568	536
5.6%	280000	-108021.18093035766	301.94679948074474	536
5.6%	281000	-107890.11000426905	305.5117236891628	536
5.6%	282000	-108296.59279172006	299.49067836848894	536
5.7%	283000	-108033.72801971366	300.7178032356386	536
5.7%	284000	-107721.76132421289	298.12276055777494	536
5.7%	285000	-108229.42223836947	304.24821739990745	536
5.7%	286000	-108587.21978097665	298.549015409327	536
5.7%	287000	-108439.73232938	305.0988058448423	536
5.8%	288000	-108116.58612027881	300.5708116373447	535
5.8%	289000	-107867.07357373927	304.1139987598973	535
5.8%	290000	-108179.7890147958	299.97000442476343	535
5.8%	291000	-108067.6962624779	297.7119963769689	535
5.8%	292000	-107911.77865715022	299.53828992446495	535
5.9%	293000	-107756.58763775043	304.3569319154375	535
5.9%	294000	-108132.41211623419	298.85323735265837	535
5.9%	295000	-107971.01859545731	302.5552910038833	535
5.9%	296000	-107953.39302201546	302.01868614445016	535
5.9%	297000	-107710.94626189489	304.3492658910741	535
6.0%	298000	-107989.32815528195	303.6353281690077	535
6.0%	299000	-108082.14935378195	303.6981232352363	535
6.0%	300000	-108195.54651717562	296.5378424694383	535
6.0%	301000	-108249.4041908253	298.36174520943257	535
6.0%	302000	-108061.24153125356	295.2807471786575	535
6.1%	303000	-108017.4048744198	303.9050762841057	534
6.1%	304000	-107793.25221931911	296.94692408127736	534
6.1%	305000	-108186.65763890278	298.7581994619158	534
6.1%	306000	-108427.6221558312	305.0434732708318	534
6.1%	307000	-107819.36016762583	306.562246787617	534
6.2%	308000	-107397.0942149437	295.05631188508914	534
6.2%	309000	-107392.73962422041	305.0644277362732	534
6.2%	310000	-107855.00666767824	304.546928784891	534
6.2%	311000	-108155.10139224399	302.63916609397944	534
6.2%	312000	-108071.47134863911	291.5699993607236	534
6.3%	313000	-108276.27308129775	292.7545584823399	534
6.3%	314000	-108116.84803157137	294.08623366935444	534
6.3%	315000	-108064.68524681847	303.1075924696468	534
6.3%	316000	-108138.3485562359	301.5971685493058	534
6.3%	317000	-108294.97614584351	299.35312001954526	534
6.4%	318000	-108074.99896853999	298.36061382977056	534
6.4%	319000	-108371.92903647712	296.4003833273459	534
6.4%	320000	-107997.86938121193	296.1009162910673	534
6.4%	321000	-107843.26007124363	304.91025687539434	534
6.4%	322000	-108255.32669878937	305.9309977823535	534
6.5%	323000	-107527.48423913703	299.4993238175284	533
6.5%	324000	-108518.94484482752	298.40224674199834	533
6.5%	325000	-108054.35191931506	300.4518183967609	533
6.5%	326000	-108119.50489061116	299.1665181450441	533
6.5%	327000	-107947.69155603158	301.0218668088749	533
6.6%	328000	-108240.90222053207	300.2640531290449	533
6.6%	329000	-108188.82612161664	297.7300379369396	533
6.6%	330000	-108289.8639033963	300.7768956030922	533
6.6%	331000	-107797.69879017724	299.9843773808557	533
6.6%	332000	-108370.25472305086	297.8810191013206	533
6.7%	333000	-108129.1271942684	294.7274157812394	533
6.7%	334000	-108119.22780828737	301.416803611427	533
6.7%	335000	-107951.84054757142	303.0803128993389	533
6.7%	336000	-107992.37934730318	298.0411928496463	533
6.7%	337000	-108253.41676324792	305.88017653060524	533
6.8%	338000	-108160.89279681002	296.6697448982386	533
6.8%	339000	-108257.04078329704	297.4190518629599	533
6.8%	340000	-107830.83209255384	299.52756207790185	533
6.8%	341000	-107862.68580597104	298.20564702999326	533
6.8%	342000	-108638.60542708077	300.3234971550287	533
6.9%	343000	-107387.89239505795	298.5795888898938	533
6.9%	344000	-107917.42576839565	299.5068955811878	533
6.9%	345000	-107929.50323036965	300.85600441944945	532
6.9%	346000	-108053.28313641902	302.1879355576861	532
6.9%	347000	-108172.74054473452	293.67740121186	532
7.0%	348000	-107820.85459636827	297.3093743499085	532
7.0%	349000	-107956.57676355285	300.70226875318866	532
7.0%	350000	-107893.1998691468	296.91414353025317	532
7.0%	351000	-108105.05321296235	298.5447776594068	532
7.0%	352000	-107641.94176298217	297.8672567143077	532
7.1%	353000	-108250.89736183453	301.76148683300664	532
7.1%	354000	-108110.76905326918	298.7446909250246	532
7.1%	355000	-108105.4691642886	302.02403128735716	532
7.1%	356000	-108174.25443775603	307.718576734645	532
7.1%	357000	-108198.36152088898	307.99446504552145	532
7.2%	358000	-107762.60595695977	305.1899246957546	532
7.2%	359000	-108336.35149347363	299.56093089625887	532
7.2%	360000	-108144.75691874209	303.63874607329114	532
7.2%	361000	-108174.63016534131	301.2240005072949	532
7.2%	362000	-107901.84982802859	290.6209844199899	532
7.3%	363000	-108127.80918707955	297.7296124315136	532
7.3%	364000	-108257.4677461756	305.32368383401115	532
7.3%	365000	-107931.27137690643	299.8875278623157	532
7.3%	366000	-108160.2687797232	300.8430668589456	531
7.3%	367000	-107861.03721966594	296.61579803725624	531
7.4%	368000	-108022.60977931647	298.0409160583534	531
7.4%	369000	-107564.96266543423	293.06461971570525	531
7.4%	370000	-107884.38454156555	292.12519500673363	531
7.4%	371000	-107857.18648438016	294.5846781212622	531
7.4%	372000	-107937.23028476979	300.61386483488974	531
7.5%	373000	-108464.84261732525	300.49208209207325	531
7.5%	374000	-108317.58477035468	300.76109123760574	531
7.5%	375000	-107797.30115409964	297.19055182168705	531
7.5%	376000	-108014.65007799561	295.14803723086777	531
7.5%	377000	-108059.14542161976	301.8438266152224	531
7.6%	378000	-107825.65090519818	301.14739015318827	531
7.6%	379000	-107566.24842899619	295.9018689150485	531
7.6%	380000	-107862.19219485717	301.3172976265761	531
7.6%	381000	-108267.72355064307	301.55687204267076	531
7.6%	382000	-108282.97211239231	296.06475437323337	531
7.7%	383000	-107728.6300102449	295.8307445812636	531
7.7%	384000	-107974.5981543893	303.93852418988143	531
7.7%	385000	-108043.60569558316	297.65248601645413	531
7.7%	386000	-108422.8358293674	297.88478392188716	531
7.7%	387000	-108418.8871382405	299.6979880587266	531
7.8%	388000	-108228.45326871728	294.95044768235874	531
7.8%	389000	-108447.55089024268	299.2377021372291	531
7.8%	390000	-108150.30407718802	298.6318796661498	531
7.8%	391000	-107822.38775698654	296.20873180278517	530
7.8%	392000	-107914.5819305079	297.4009990099979	530
7.9%	393000	-107954.78243592335	299.5036644105522	530
7.9%	394000	-107700.64534918661	297.25377056357377	530
7.9%	395000	-108253.76916794293	297.4208221121982	530
7.9%	396000	-107881.91539335158	297.72266534192636	530
7.9%	397000	-107717.1912597476	295.57596846239284	530
8.0%	398000	-108227.90776708373	299.7599925907596	530
8.0%	399000	-107792.79540977161	299.7783630610791	530
8.0%	400000	-108009.21147526964	300.804871555616	530
8.0%	401000	-108445.18384624389	297.3114337935572	530
8.0%	402000	-108058.1348316446	296.1244487929123	530
8.1%	403000	-108295.61978403223	305.5990115138561	530
8.1%	404000	-108378.54912566626	300.6694078929234	530
8.1%	405000	-108142.90919673862	304.11449715368735	530
8.1%	406000	-108076.38148776791	305.6693732482992	530
8.1%	407000	-108165.10959754349	306.5272596124951	530
8.2%	408000	-108322.7282483282	300.58054212050746	530
8.2%	409000	-108686.63777430472	299.63935047609857	530
8.2%	410000	-108664.80205363338	297.0076217270412	530
8.2%	411000	-108578.67740010354	302.53033502555627	530
8.2%	412000	-108643.98769293702	298.4456927277934	530
8.3%	413000	-108430.47133506718	297.88593126073675	530
8.3%	414000	-108057.47302316269	296.86260833025483	530
8.3%	415000	-108655.02921938966	302.01689792592646	530
8.3%	416000	-107733.4621868569	294.87870698877583	530
8.3%	417000	-108062.4209054804	298.33353464785756	530
8.4%	418000	-108303.4025637256	304.62440671617014	530
8.4%	419000	-108078.39663423644	301.9768270561585	530
8.4%	420000	-107796.71780595602	297.695980727179	530
8.4%	421000	-108023.84236319992	295.77171582996283	530
8.4%	422000	-107858.57863298804	302.7149863033362	530
8.5%	423000	-108085.32344841515	300.75315605039367	530
8.5%	424000	-107968.9580896846	301.8584607343005	530
8.5%	425000	-107936.76493652002	299.71774933593	530
8.5%	426000	-107743.88830373716	310.00109636486854	529
8.5%	427000	-108026.02018000116	298.541775821375	529
8.6%	428000	-108014.86384804267	302.0490856355582	529
8.6%	429000	-108470.68366394122	303.5628457423493	529
8.6%	430000	-108178.33590836078	295.6695449438026	529
8.6%	431000	-108400.57545543113	303.73455154240617	529
8.6%	432000	-107947.31663979753	295.36786950610275	529
8.7%	433000	-108236.63662909088	304.9936923425796	529
8.7%	434000	-108032.23402792518	300.83874541825986	529
8.7%	435000	-108334.68913677754	299.7344333092912	529
8.7%	436000	-108691.60275973333	300.71984350940073	529
8.7%	437000	-108436.52298514987	298.8164494359108	529
8.8%	438000	-107723.38410900603	303.0795551992548	529
8.8%	439000	-108171.11481331172	304.2331881116788	529
8.8%	440000	-108340.8432672543	306.00997597124683	529
8.8%	441000	-107588.2592417628	289.1754929046073	529
8.8%	442000	-108242.82826277544	300.9935052461247	529
8.9%	443000	-107530.82859181124	306.5154238772417	529
8.9%	444000	-107897.96896622865	303.1898083940409	529
8.9%	445000	-108359.76132578286	302.7871937486405	529
8.9%	446000	-108066.17725393223	298.0943738641575	529
8.9%	447000	-107823.68265283084	297.24537444565277	529
9.0%	448000	-108322.59965922078	297.4911763958805	529
9.0%	449000	-107827.77112296945	296.0148720521501	529
9.0%	450000	-107854.72780157672	304.96016153090983	529
9.0%	451000	-107604.33789824531	305.0949201620872	529
9.0%	452000	-106904.63607209595	303.2805579287476	529
9.1%	453000	-107825.4198112262	309.2556238755475	529
9.1%	454000	-108202.49457180733	298.28593373616354	529
9.1%	455000	-108003.54906249233	295.26544498108717	529
9.1%	456000	-108089.25465685572	302.67215871176614	529
9.1%	457000	-107848.94012874039	295.91637589866133	529
9.2%	458000	-107697.06002179906	301.26625675032295	529
9.2%	459000	-107979.3918289633	298.2696720514137	529
9.2%	460000	-108127.26234089117	293.51959764945366	529
9.2%	461000	-108420.24005327607	302.26302606661534	529
9.2%	462000	-107631.34733625199	295.66063283853424	529
9.3%	463000	-107610.57539613661	302.43838185626583	529
9.3%	464000	-108053.09916378069	298.8063389711533	529
9.3%	465000	-108482.55374216312	299.7345032924552	529
9.3%	466000	-107949.63716428168	295.4339006761179	529
9.3%	467000	-108411.65132087772	309.1857533533524	529
9.4%	468000	-107509.07672988065	295.5107420818349	529
9.4%	469000	-107392.92309223651	299.47062789807273	529
9.4%	470000	-108168.90326144383	299.33846669161574	529
9.4%	471000	-108517.64066838287	299.1652419539721	528
9.4%	472000	-108053.46716593183	297.99927927999613	528
9.5%	473000	-108053.77264537895	301.281810907073	528
9.5%	474000	-108631.25022125826	294.2873753565443	528
9.5%	475000	-108180.13709830889	295.24182514835866	528
9.5%	476000	-107997.36871125898	299.7676417111531	528
9.5%	477000	-108172.38597731222	292.73363780603734	528
9.6%	478000	-107684.11445210432	306.58669437970144	528
9.6%	479000	-108165.53432833706	303.807501443791	528
9.6%	480000	-108226.39662155439	308.8083197940526	528
9.6%	481000	-108312.71888863249	295.3396757396168	528
9.6%	482000	-108445.46727229864	298.2366149579388	528
9.7%	483000	-108277.44386250991	303.86802516386376	528
9.7%	484000	-107965.62353079277	304.62251152442315	528
9.7%	485000	-108051.47811676492	299.68256175521327	528
9.7%	486000	-108054.01365037286	302.62905661137415	528
9.7%	487000	-107819.72511216649	303.4238718168704	528
9.8%	488000	-107934.87177793588	300.7164983110759	528
9.8%	489000	-108007.30200510356	293.6774255440746	528
9.8%	490000	-108289.47066709958	303.7336524168047	528
9.8%	491000	-108044.70724977786	298.23872675094304	528
9.8%	492000	-107978.67636278644	300.8291737278411	528
9.9%	493000	-107998.89104411658	301.1128197348537	528
9.9%	494000	-108250.14602940506	301.3585759737877	528
9.9%	495000	-107814.06346432422	303.0829841949459	528
9.9%	496000	-107537.82933659526	297.6507874938861	528
9.9%	497000	-108459.15499528893	300.6291795056082	528
10.0%	498000	-108074.33770758798	301.7080195003437	528
10.0%	499000	-108714.22140585096	299.23921508735714	528
10.0%	500000	-107821.79405947262	298.05840509650824	528
10.0%	501000	-107787.77132995962	302.1632318836254	528
10.0%	502000	-108174.29393525957	302.1422397440147	528
10.1%	503000	-108560.8374186724	301.5690379067752	528
10.1%	504000	-108277.06744762999	300.93028510775446	528
10.1%	505000	-107782.95202941773	299.8783979062492	528
10.1%	506000	-108147.71076769452	304.8322071290383	528
10.1%	507000	-108058.95189491753	307.1025010803932	528
10.2%	508000	-108113.2633182609	302.9468862468412	528
10.2%	509000	-108488.45936852694	305.09962212317396	528
10.2%	510000	-108374.0871926425	296.9170882853011	528
10.2%	511000	-107785.02625489095	305.48379050176646	528
10.2%	512000	-107641.31651597656	299.5091272815153	528
10.3%	513000	-108133.95565596991	301.25815811344756	528
10.3%	514000	-107863.20521310368	298.8758176144023	528
10.3%	515000	-107949.11119758827	297.13765502950343	528
